Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed
090521,686.3,61,30.46,45,70.29,3.37
090026,669.11,60,30.46,49,16.18,9
085521,652.51,61,30.46,47,52.76,2.25
085023,634.99,61,30.46,41,14.96,6.75
084527,617.87,61,30.46,31,19.08,7.87
084021,597.41,61,30.46,34,0.1,2.25
083522,578.24,61,30.46,31,24.56,4.5
083021,559.23,60,30.46,35,41.61,1.12
082521,538.41,60,30.46,37,31.05,3.37
082023,519.16,60,30.46,41,25.35,4.5
081521,499.21,60,30.45,40,3.77,3.37
081019,478.48,60,30.45,40,17.86,3.37
080518,458.27,59,30.45,40,74.63,1.12
080024,438.05,59,30.45,45,64.84,2.25
075519,416.28,60,30.44,30,53.32,5.62
075019,395.14,59,30.44,31,75.7,3.37
074520,373.7,58,30.44,34,58.43,2.25
074019,352.56,57,30.43,34,113.5,1.12
073021,305.78,54,30.43,38,146.52,1.12
072521,278.29,52,30.43,42,142.16,2.25
072028,251.51,51,30.43,44,151.94,2.25
071524,222.48,50,30.43,46,143.23,4.5
071022,164.44,49,30.43,47,172.83,3.37
070523,21.36,48,30.43,48,176.93,4.5
070025,20,48,30.42,50,182.88,5.62
065523,19.24,48,30.42,51,173.07,7.87
065019,18.33,47,30.42,53,191.44,7.87
064520,17.31,47,30.42,54,193.99,9
064022,16.09,47,30.42,55,190.38,10.12
063519,14.73,47,30.42,56,179.45,10.12
063020,12.53,47,30.42,57,188.58,6.75
062521,9.86,47,30.42,57,188.37,7.87
062020,7.7,47,30.41,58,192.09,7.87
061522,6.17,47,30.41,61,157.11,7.87
061023,4.32,47,30.41,62,177.65,6.75
060520,2.34,47,30.41,62,187.76,7.87
060024,1.47,47,30.41,61,185.73,7.87
055525,1.21,47,30.41,60,184.95,9
055021,1.23,47,30.41,59,182.07,9
054521,1.24,46,30.41,58,184.89,10.12
054021,1.23,46,30.4,59,190.62,7.87
053526,1.21,46,30.4,58,188.4,7.87
053027,1.21,46,30.4,58,193.81,5.62
052522,1.22,45,30.4,56,191.32,6.75
052024,1.22,45,30.4,56,184.3,5.62
051521,1.2,45,30.4,55,174.74,4.5
051022,1.2,45,30.4,55,184.56,6.75
050520,1.16,46,30.4,55,165.66,6.75
050022,1.15,46,30.4,53,177.23,4.5
045525,1.18,46,30.4,51,173.92,4.5
045025,1.18,46,30.4,50,174.53,5.62
044520,1.18,46,30.4,50,163.85,3.37
044021,1.19,46,30.4,49,166.26,4.5
043519,1.18,46,30.39,49,176.34,3.37
043025,1.2,46,30.39,48,170.62,5.62
042525,1.17,46,30.39,47,176.8,3.37
042021,1.17,46,30.39,47,170.45,4.5
041529,1.18,46,30.39,45,180.3,3.37
041022,1.21,46,30.39,45,187.66,6.75
040518,1.17,46,30.39,45,173.01,5.62
040020,1.18,46,30.39,45,178.75,5.62
035520,1.19,46,30.39,47,171.85,6.75
035026,1.18,46,30.39,47,189.46,6.75
034522,1.2,46,30.39,48,169.78,5.62
034026,1.22,46,30.39,50,183.99,6.75
033522,1.21,46,30.39,52,173.17,5.62
033019,1.22,46,30.38,55,186.34,7.87
032523,1.21,46,30.38,56,159.97,6.75
032023,1.18,47,30.38,57,170.61,4.5
031522,1.24,47,30.39,58,171.98,3.37
031024,1.22,47,30.38,58,177.67,6.75
030519,1.24,47,30.39,58,165.64,5.62
030019,1.26,47,30.38,58,181.39,4.5
025525,1.18,47,30.38,58,156.71,3.37
025025,1.24,47,30.39,58,156.31,7.87
024523,1.19,47,30.39,59,168.46,4.5
024023,1.2,47,30.39,59,172.8,5.62
023522,1.24,47,30.39,60,158.68,5.62
023025,1.23,47,30.39,60,167.47,6.75
022521,1.25,47,30.39,60,165.89,5.62
022021,1.23,47,30.39,62,163.06,5.62
021523,1.2,47,30.39,64,154.2,2.25
021020,1.24,47,30.39,64,190.87,6.75
020524,1.24,47,30.39,66,168.77,4.5
020030,1.23,47,30.4,65,183.32,5.62
015524,1.2,47,30.4,68,170.4,4.5
015023,1.21,48,30.4,70,186.06,5.62
014524,1.22,48,30.4,69,152.34,5.62
014018,1.25,48,30.4,71,171.74,5.62
013521,1.18,48,30.4,73,164.9,6.75
013021,1.22,48,30.4,76,193.66,5.62
012520,1.21,48,30.4,76,183.44,5.62
012023,1.25,48,30.4,77,169.53,5.62
011520,1.23,48,30.41,77,170.89,5.62
011026,1.23,48,30.41,77,180.16,5.62
010519,1.22,48,30.41,78,159.54,5.62
010024,1.23,48,30.41,78,160.62,5.62
005525,1.23,48,30.41,78,179.43,5.62
005029,1.19,48,30.41,78,177.17,5.62
004524,1.22,48,30.41,78,176.09,3.37
004019,1.22,48,30.41,78,170.4,6.75
003521,1.22,49,30.41,78,181.25,4.5
003022,1.22,49,30.41,77,183.79,7.87
002524,1.22,49,30.41,78,166.36,4.5
002025,1.23,49,30.42,77,168.56,5.62
001023,1.21,50,30.42,75,162.03,5.62
000520,1.22,50,30.42,75,121.92,2.25
000031,1.21,49,30.42,75,148.94,6.75
235521,1.24,50,30.42,75,167.24,5.62
235024,1.23,50,30.42,74,169.78,5.62
234531,1.22,50,30.42,74,183.28,4.5
234021,1.21,50,30.42,74,159.15,6.75
233521,1.24,50,30.42,73,176.24,4.5
233024,1.23,50,30.42,74,158.44,6.75
232521,1.23,50,30.42,75,161.04,7.87
232023,1.24,50,30.43,75,145.97,6.75
231520,1.19,50,30.43,77,168.62,7.87
231023,1.22,50,30.43,79,160.36,5.62
230521,1.22,50,30.43,79,149.44,4.5
230025,1.23,50,30.43,81,147.81,9
225520,1.2,51,30.43,82,161.97,5.62
225024,1.22,51,30.43,84,169.04,6.75
224522,1.2,51,30.43,86,167.45,5.62
224019,1.23,50,30.43,88,163.91,6.75
223523,1.22,50,30.43,89,142.26,10.12
223025,1.23,50,30.43,89,161.97,12.37
222527,1.23,51,30.43,87,159.7,9
222021,1.22,51,30.44,85,78.09,5.62
221520,1.23,51,30.43,77,88.77,4.5
221025,1.21,51,30.43,75,130.36,4.5
220521,1.21,51,30.43,75,162.76,4.5
220020,1.2,51,30.43,73,146.94,7.87
215520,1.2,51,30.43,71,116.25,3.37
215028,1.21,51,30.43,71,144.4,3.37
214522,1.22,51,30.43,68,148.71,7.87
214021,1.21,51,30.43,66,153.22,5.62
213524,1.24,51,30.43,67,179.54,5.62
213030,1.2,51,30.43,69,180.65,2.25
212521,1.22,51,30.43,72,157.82,3.37
212023,1.21,51,30.44,67,135.43,5.62
211528,1.25,51,30.43,67,100.03,2.25
211020,1.25,51,30.43,68,112.05,6.75
210520,1.23,51,30.43,70,151.33,9
210026,1.23,51,30.43,75,138.72,6.75
205518,1.23,51,30.43,73,159.9,7.87
205021,1.18,52,30.43,68,105.34,4.5
204520,1.24,52,30.43,67,127.43,5.62
204019,1.23,52,30.43,67,120.88,7.87
203518,1.2,52,30.43,65,88.97,2.25
203022,1.23,52,30.42,65,111.28,4.5
202524,1.23,52,30.42,66,140.23,5.62
202029,1.23,52,30.42,65,160.04,6.75
201524,1.23,52,30.42,66,139.86,10.12
201019,1.21,52,30.41,67,122.69,6.75
200522,1.24,52,30.41,66,152.68,1.12
200022,1.22,53,30.41,69,162.52,5.62
195521,1.22,53,30.41,68,103.2,6.75
195018,1.23,53,30.41,69,128.17,5.62
194524,1.21,53,30.41,70,96.22,6.75
194024,1.27,53,30.41,73,109.76,6.75
193527,1.24,53,30.41,70,97.28,6.75
193022,1.2,53,30.4,71,189.66,1.12
192522,1.24,53,30.4,71,119.71,4.5
192022,1.2,53,30.4,72,116.54,4.5
191519,1.25,52,30.4,77,144.9,4.5
191032,1.25,52,30.39,82,137.32,6.75
190522,1.2,52,30.39,88,73,3.37
190026,1.24,52,30.39,93,118.46,4.5
185519,1.2,53,30.39,93,89.91,1.12
185019,1.25,53,30.39,91,76.58,5.62
184521,1.23,52,30.39,93,68.07,2.25
184024,1.24,52,30.39,94,105.92,2.25
183518,1.23,52,30.39,94,128.5,4.5
183028,1.27,53,30.39,94,75.55,2.25
182523,1.43,53,30.39,93,89.11,3.37
182018,2.59,53,30.39,92,61.7,4.5
181520,4.5,54,30.39,91,15.53,4.5
181021,6.36,55,30.39,89,42.14,3.37
180518,9.83,55,30.38,86,25.85,3.37
180019,13.81,56,30.38,81,70.97,1.12
175523,24.13,56,30.38,82,71.25,1.12
175023,32.14,56,30.38,83,58.36,2.25
174524,44.93,56,30.38,82,6.05,4.5
174044,61,57,30.38,82,0.11,0
173523,82.38,57,30.38,82,6.02,1.12
173025,104.74,58,30.38,81,75.85,4.5
172532,128.94,58,30.38,75,60.74,4.5
172021,154.49,58,30.38,75,90.92,3.37
171521,181.97,57,30.38,75,84.96,7.87
171020,210.59,58,30.38,74,90.66,5.62
170520,238.19,58,30.38,79,83.12,4.5
170024,273.59,58,30.38,80,31.83,4.5
165524,297.07,58,30.38,80,73.56,4.5
165021,314.43,58,30.38,76,52.53,5.62
164521,341.61,58,30.38,77,354.71,4.5
164021,406.32,59,30.38,78,25.13,9
163523,378.69,59,30.38,73,12.59,10.12
163021,398.82,59,30.37,75,44.49,6.75
162525,417.96,59,30.37,76,27.26,5.62
162022,444.47,59,30.37,75,35.79,4.5
161521,462.34,59,30.37,71,43.49,7.87
161020,479.26,59,30.37,72,54.85,5.62
160519,502.5,60,30.37,68,38.26,5.62
160018,521.83,60,30.37,71,39.37,10.12
155523,539.84,61,30.38,60,38.24,4.5
155020,563.11,61,30.38,63,29.55,7.87
154519,580.41,61,30.37,65,99.56,2.25
154020,601.63,61,30.37,60,7.47,7.87
153522,618.37,61,30.37,62,40.57,6.75
153019,639.19,61,30.37,63,19.62,5.62
152525,657.19,61,30.37,62,57.08,6.75
152022,675.59,61,30.37,60,54.92,5.62
151523,691.73,61,30.37,68,27.95,3.37
150519,725.71,61,30.37,60,73.08,5.62
150027,738.91,62,30.37,63,37.92,5.62
145532,755.95,62,30.37,64,18.1,4.5
145019,768.89,62,30.38,60,59.21,4.5
144519,780.58,62,30.37,62,81.98,6.75
144024,798.77,62,30.37,56,12.69,4.5
143523,812.82,62,30.38,57,340.34,7.87
143021,825.33,62,30.38,59,21.61,7.87
142518,842.62,62,30.38,60,2.33,5.62
142019,851.79,63,30.38,60,28.66,11.25
141518,869.31,63,30.38,59,51.58,7.87
141027,882.14,62,30.38,58,137.12,5.62
140522,893.68,63,30.38,60,23.91,12.37
140020,904.81,63,30.38,59,49.07,11.25
135521,914.27,63,30.39,57,8.87,5.62
135026,925.33,63,30.38,61,68.21,7.87
134520,934.09,62,30.39,59,269.81,4.5
134021,943.28,63,30.39,57,36.16,6.75
133520,951.22,63,30.39,59,51.28,9
133022,962.51,63,30.39,56,96.24,9
132519,969.73,64,30.39,58,35.49,13.5
132023,979.64,64,30.39,54,15.16,6.75
131521,987.88,63,30.39,55,23.95,5.62
131022,995.36,64,30.39,55,1.28,3.37
130522,1000.69,63,30.39,55,39.99,5.62
130029,1007.72,63,30.39,53,32.01,6.75
125519,1009.68,63,30.4,56,55.92,13.5
125023,1012.96,63,30.4,55,17.42,6.75
124523,1014.42,64,30.39,55,84.77,6.75
124019,1018.59,64,30.4,53,30.74,11.25
123519,1021.35,64,30.4,53,33.64,10.12
123023,1025.7,64,30.4,52,26.38,13.5
122524,1026.5,63,30.4,49,57.98,6.75
122019,1029.3,63,30.4,51,359.93,4.5
121519,1026.44,63,30.4,56,35.44,7.87
121024,1025.65,63,30.4,53,6.47,5.62
120025,1027.27,63,30.4,56,359.93,7.87
115524,1021.34,64,30.4,53,355.12,12.37
115022,1021.43,64,30.4,51,54.4,5.62
114520,1017.75,64,30.41,52,14.61,5.62
114020,1017.9,64,30.41,52,36.19,4.5
113525,1013.63,64,30.41,51,37.32,10.12
113022,1008.62,64,30.41,51,31.73,10.12
112527,1003.03,64,30.41,50,359.92,5.62
112022,999.55,64,30.41,51,31.56,10.12
111523,990.23,64,30.42,51,31.75,7.87
111019,983.03,64,30.42,50,27.02,12.37
110518,979.47,64,30.42,51,19.9,10.12
110023,971.99,64,30.42,52,37.54,5.62
105518,963.55,64,30.42,53,0.12,5.62
105019,954.68,64,30.42,53,170.18,5.62
104519,945.02,63,30.42,52,31.49,11.25
104020,937.88,64,30.42,51,32.77,7.87
103519,927.39,64,30.42,50,30.44,7.87
103020,917.65,64,30.42,52,31.26,7.87
102519,907.2,64,30.42,50,53.87,5.62
102024,898.15,63,30.42,51,46.26,2.25
101522,883.59,63,30.42,52,9.55,4.5
101020,871.54,62,30.42,53,76.78,4.5
100523,860.3,62,30.42,52,11.51,7.87
100019,844.12,63,30.42,52,50.15,6.75
095522,831.86,62,30.42,52,139.5,4.5
095020,818.22,62,30.42,54,26.02,5.62
094524,805.71,62,30.43,54,352.03,4.5
094022,792.03,62,30.43,54,339.78,2.25
093522,776.64,62,30.42,54,61.32,5.62
093020,761.38,62,30.43,54,71.19,6.75
092522,744.78,62,30.42,54,35.49,2.25
092021,730.74,62,30.42,53,32.29,4.5
091523,713.44,62,30.42,54,64.24,6.75
091024,694.68,62,30.42,52,12.6,3.37
090525,679.66,62,30.42,54,36.2,4.5
090021,662.26,61,30.42,55,359.92,5.62
085523,642.27,61,30.42,55,33.73,9
085020,623.85,61,30.42,56,55.33,4.5
084523,605.51,61,30.42,56,72.33,5.62
084022,587.31,61,30.42,57,55.57,6.75
083520,567,60,30.42,57,109.91,4.5
083018,547.21,60,30.42,58,104.5,3.37
082525,525.23,60,30.41,59,42.17,7.87
082022,506.22,60,30.41,60,74.08,5.62
081522,484.69,60,30.41,61,97.72,3.37
081023,465.71,59,30.41,63,70.01,1.12
080520,446.9,59,30.41,62,55.89,6.75
080020,426.1,59,30.41,64,80.52,3.37
075526,404.77,58,30.41,66,114.91,2.25
075024,384,58,30.41,68,105.99,3.37
074521,362.68,57,30.4,70,16.41,4.5
074019,340.39,56,30.4,74,122.53,2.25
073518,319.65,54,30.4,78,114.74,3.37
073024,295.67,53,30.4,80,141.69,5.62
072518,269.87,52,30.4,82,162.19,4.5
072021,242.36,51,30.4,83,156.29,5.62
071519,214.39,50,30.39,85,150.1,4.5
071022,160.24,49,30.39,86,169.42,5.62
070524,23.47,48,30.39,86,168.51,5.62
070019,21.98,48,30.39,87,155.47,5.62
065518,20.93,47,30.39,87,171.38,5.62
065024,19.82,47,30.39,87,185.45,6.75
064521,18.65,47,30.39,87,172.69,7.87
064020,17.21,46,30.38,87,195.59,6.75
063520,15.65,46,30.38,87,189.89,6.75
063022,13.91,46,30.38,87,192.26,5.62
062519,11.87,46,30.38,87,189.68,7.87
062021,9.69,46,30.38,86,189.87,7.87
061521,7.27,46,30.38,86,185.96,4.5
061024,5.17,46,30.38,86,187.6,6.75
060521,3.05,46,30.38,85,187.14,6.75
060022,1.69,46,30.38,85,185.37,6.75
055019,1.2,46,30.38,84,188.5,7.87
054526,1.22,46,30.38,84,189.81,7.87
054021,1.21,46,30.38,84,190.4,7.87
053521,1.2,46,30.37,84,186.28,9
053021,1.21,46,30.38,84,184.25,9
052520,1.24,46,30.37,84,196.6,7.87
052020,1.2,46,30.37,84,188.73,7.87
051521,1.2,46,30.37,85,187.27,9
051021,1.22,46,30.37,85,191.32,9
050521,1.23,46,30.37,85,187.04,5.62
050021,1.22,46,30.37,84,189.8,5.62
045521,1.2,46,30.37,84,175.22,5.62
045022,1.23,46,30.37,84,189.17,6.75
044522,1.23,46,30.37,84,194.28,7.87
044020,1.21,46,30.37,84,190.57,7.87
043522,1.21,46,30.37,84,182.87,6.75
043020,1.22,46,30.37,84,191.63,6.75
042521,1.21,46,30.37,84,192.17,6.75
042030,1.21,46,30.37,84,187.33,6.75
041522,1.2,46,30.37,84,182.58,4.5
041026,1.23,46,30.37,84,192.3,5.62
040518,1.22,47,30.37,84,191.24,5.62
040021,1.23,47,30.37,84,189.47,5.62
035521,1.21,47,30.37,84,175.34,4.5
035022,1.23,46,30.37,84,171,5.62
034528,1.22,46,30.37,84,186.46,5.62
034019,1.22,46,30.37,84,170.05,4.5
033518,1.18,47,30.37,84,187.24,6.75
033019,1.2,47,30.37,84,181.58,6.75
032522,1.22,47,30.37,84,192.97,6.75
032025,1.2,47,30.37,84,160.03,5.62
031530,1.27,47,30.37,85,185.74,6.75
031021,1.24,47,30.37,85,176.62,4.5
030524,1.27,47,30.37,85,176.95,5.62
030019,1.26,47,30.37,85,187.04,5.62
025520,1.28,47,30.37,85,178.66,4.5
025024,1.24,48,30.37,84,182.48,5.62
024521,1.29,48,30.37,84,148.55,5.62
024025,1.28,48,30.37,84,171.57,4.5
023519,1.25,48,30.38,85,189.6,6.75
023021,1.26,48,30.38,85,178.33,5.62
022521,1.26,48,30.38,85,178.33,4.5
022019,1.27,48,30.38,85,177.29,5.62
021522,1.32,48,30.38,86,146.94,4.5
021021,1.27,47,30.38,86,174.64,5.62
020524,1.27,48,30.38,87,183.53,7.87
020020,1.28,48,30.38,86,185.82,6.75
015530,1.3,48,30.38,86,185.19,7.87
015021,1.27,48,30.38,87,185.37,7.87
014523,1.24,48,30.38,87,186.36,7.87
014020,1.31,48,30.38,87,184.18,5.62
013523,1.26,48,30.38,88,189.84,6.75
013026,1.23,48,30.39,88,188.96,5.62
012521,1.27,48,30.39,88,171.49,4.5
012021,1.31,48,30.39,89,179.44,5.62
011525,1.26,48,30.39,89,187.36,5.62
010520,1.26,48,30.39,89,177.37,5.62
010020,1.27,48,30.39,89,185.67,5.62
005519,1.26,48,30.39,89,171.18,4.5
005021,1.24,48,30.39,89,187.64,7.87
004523,1.26,49,30.39,89,187,6.75
004022,1.25,49,30.4,89,180.05,5.62
003522,1.24,49,30.4,89,188.22,6.75
003019,1.27,49,30.4,89,187.61,6.75
002519,1.27,49,30.4,89,182.03,5.62
001023,1.26,49,30.4,89,169.59,3.37
000524,1.23,49,30.4,89,184.15,6.75
000019,1.22,49,30.4,89,185.04,5.62
235524,1.23,49,30.4,89,178.36,4.5
235020,1.23,49,30.4,90,177.36,4.5
234524,1.23,49,30.4,90,178.04,4.5
234024,1.23,49,30.4,90,176.62,4.5
233019,1.22,49,30.41,89,180.47,4.5
232524,1.23,50,30.41,89,169.69,4.5
232023,1.22,50,30.41,89,174.97,3.37
231518,1.27,50,30.41,89,167.05,4.5
231019,1.3,50,30.41,88,159.49,2.25
230524,1.28,50,30.41,88,166.48,4.5
230021,1.24,50,30.41,88,164.35,4.5
225521,1.29,50,30.41,88,167.11,4.5
225027,1.23,50,30.41,89,178.27,6.75
224526,1.25,50,30.41,89,179.76,4.5
224027,1.28,50,30.41,89,187.54,6.75
223520,1.26,50,30.41,90,176.06,7.87
223019,1.26,50,30.41,91,181.79,5.62
222523,1.27,50,30.41,91,182.98,5.62
222021,1.28,50,30.41,92,184.99,5.62
221522,1.26,50,30.41,92,180.08,5.62
221023,1.28,50,30.41,91,178.12,5.62
220522,1.28,50,30.41,92,179.16,3.37
220022,1.26,50,30.41,91,178.94,3.37
215520,1.24,50,30.41,91,178.47,5.62
215019,1.28,50,30.41,91,175.26,4.5
214522,1.25,51,30.41,92,179.89,5.62
214024,1.3,51,30.41,93,179.58,4.5
213520,1.26,51,30.41,93,179.65,5.62
213023,1.26,50,30.41,94,180.05,5.62
212522,1.24,50,30.41,94,181.01,7.87
212019,1.28,50,30.41,95,175.15,6.75
211519,1.29,50,30.41,95,170.13,4.5
211021,1.28,50,30.41,95,171.48,4.5
210521,1.25,50,30.41,94,164.25,3.37
210019,1.26,50,30.41,94,164.22,4.5
205524,1.27,51,30.41,94,161.59,2.25
205020,1.27,51,30.41,95,161.59,3.37
204519,1.28,51,30.41,95,161.59,3.37
204020,1.27,51,30.41,95,157.74,3.37
