Time, Temperature, Pressure, Humidity, WindDirection(Degrees), Speed
005533,45,30.33,93,93.66,3.37
005034,45,30.33,93,95.48,3.37
004534,45,30.33,93,139.78,5.62
004035,45,30.33,93,151.67,1.12
003533,45,30.34,93,99.11,4.5
003033,45,30.34,93,86.34,3.37
002524,45,30.34,93,129.49,5.62
002024,45,30.34,93,136.62,10.12
001536,45,30.34,93,101.78,11.25
001033,45,30.34,93,105.47,7.87
000534,45,30.35,93,155.2,6.75
000034,45,30.35,93,124.41,10.12
235536,45,30.35,93,133.21,12.37
235036,45,30.35,93,142.23,4.5
234534,45,30.35,93,75.49,5.62
234034,45,30.35,93,90.4,3.37
233535,45,30.35,93,167.73,7.87
233033,45,30.35,93,68.74,3.37
232534,45,30.35,93,101.9,4.5
232033,45,30.35,93,43.14,2.25
231533,45,30.35,93,128.58,4.5
231035,45,30.35,93,121.43,10.12
230534,45,30.35,93,155.6,5.62
230036,45,30.35,93,25.15,4.5
225537,45,30.35,93,101.01,6.75
225034,45,30.35,93,154.25,3.37
224539,45,30.35,93,96.06,2.25
224023,45,30.35,93,151.98,10.12
223534,45,30.35,93,153.05,6.75
223034,45,30.35,93,158.38,6.75
222536,45,30.35,93,140.28,7.87
222033,45,30.35,93,129.16,5.62
221524,45,30.35,93,160.92,5.62
221035,45,30.36,93,142.06,10.12
220533,45,30.35,93,155.39,12.37
220033,45,30.36,93,167.84,14.62
215536,45,30.36,93,163.66,5.62
215034,45,30.36,93,135.88,14.62
214524,45,30.36,93,154.2,6.75
214034,45,30.36,93,145.14,13.5
213533,45,30.36,93,168.04,9
213037,45,30.36,93,146.88,11.25
212541,45,30.36,93,148.64,12.37
212034,45,30.35,93,144.34,15.75
211533,45,30.35,93,174.16,11.25
211023,45,30.35,93,174.36,13.5
210537,45,30.35,93,166.32,11.25
210034,45,30.35,93,99.63,3.37
205517,45,30.35,93,140.05,5.62
205038,45,30.35,93,165.64,10.12
204507,45,30.35,93,148.91,11.25
204018,45,30.35,93,149,10.12
203517,45,30.34,93,166.73,13.5
203018,45,30.34,93,175.56,12.37
202518,45,30.34,93,116.5,5.62
202018,45,30.35,93,173.58,5.62
201518,45,30.35,93,138.26,12.37
201017,45,30.35,93,136.18,7.87
200517,45,30.34,93,173.05,11.25
200008,45,30.34,93,177.34,11.25
195518,45,30.35,93,152.76,12.37
195013,45,30.35,93,160.86,4.5
194520,45,30.35,93,146.75,3.37
194008,45,30.35,93,181.72,10.12
193507,45,30.35,93,162.14,9
193018,45,30.35,93,166.8,2.25
192521,45,30.35,93,165.12,6.75
192017,45,30.35,93,149.34,7.87
191518,45,30.35,93,142.37,9
191018,45,30.35,93,165.29,2.25
190518,45,30.35,93,151.85,6.75
190018,45,30.35,93,168.76,7.87
185508,45,30.35,93,127.1,7.87
185017,45,30.35,93,134.14,5.62
184518,45,30.35,93,139.17,2.25
184021,45,30.35,93,96.27,2.25
183510,45,30.35,93,161.18,2.25
183024,45,30.35,93,55.12,4.5
182518,45,30.35,93,146.2,2.25
182018,45,30.35,93,107.94,6.75
181507,45,30.35,93,146.06,7.87
181017,45,30.35,93,160.15,4.5
180508,45,30.35,93,140.5,6.75
180023,45,30.35,93,165.75,5.62
175518,45,30.35,93,136.97,4.5
175017,45,30.35,93,159.5,4.5
174507,45,30.35,93,155.65,6.75
174018,45,30.35,93,134.89,6.75
173518,45,30.35,93,167.24,4.5
173017,45,30.35,93,166.46,5.62
172507,45,30.35,93,145.38,3.37
172021,45,30.35,93,170.7,3.37
171507,45,30.35,93,162.59,6.75
171020,45,30.35,93,170.73,6.75
170521,45,30.35,93,175.05,5.62
170019,45,30.35,93,165.91,7.87
165517,45,30.35,93,151.11,11.25
165023,45,30.35,93,142.78,10.12
164518,45,30.35,93,161.5,11.25
164019,45,30.34,93,155.6,12.37
163507,45,30.35,93,164.82,6.75
163017,45,30.34,93,150.26,12.37
162517,45,30.34,93,142.16,12.37
162019,45,30.34,93,164.5,9
161520,45,30.34,93,146.03,6.75
161018,45,30.34,93,166.95,11.25
160518,45,30.34,93,97.41,7.87
160018,45,30.34,93,160.47,9
155508,45,30.34,93,126.11,14.62
155020,45,30.33,93,133.98,7.87
154507,45,30.33,93,120.8,5.62
154018,45,30.34,93,112.26,2.25
153507,45,30.34,93,83.5,1.12
153018,45,30.34,93,54.47,5.62
152508,45,30.34,93,59.37,2.25
152017,45,30.34,93,56.07,7.87
151517,45,30.34,93,92.64,1.12
151018,45,30.34,93,76.96,4.5
150520,45,30.34,93,94.34,4.5
150008,45,30.34,93,58.92,3.37
145518,45,30.34,93,41.91,3.37
145020,45,30.34,93,49.06,2.25
144520,45,30.34,93,129.44,5.62
144008,45,30.34,93,103.19,3.37
143518,45,30.34,93,146.72,3.37
143007,45,30.34,93,128.72,9
142517,45,30.34,93,143.32,2.25
142007,45,30.34,93,158.63,7.87
141518,45,30.34,93,131.36,7.87
141008,45,30.34,93,134.78,11.25
140518,45,30.34,93,120.51,6.75
140007,45,30.34,93,139.16,3.37
135518,45,30.34,93,109.49,3.37
135008,45,30.35,93,125.5,3.37
134518,45,30.35,93,117.18,5.62
134020,45,30.35,93,128.07,1.12
133517,45,30.36,93,93.4,3.37
133007,45,30.36,93,120.62,4.5
132518,45,30.36,93,150.55,2.25
132018,45,30.36,93,156.84,4.5
131517,45,30.36,93,159.17,4.5
131020,45,30.37,93,158.04,3.37
130520,45,30.37,93,160.99,3.37
130018,45,30.37,93,165.24,4.5
125517,45,30.37,93,156.62,3.37
125010,45,30.37,93,155.54,6.75
124518,45,30.38,93,157.4,5.62
124018,45,30.38,93,151.02,4.5
123517,45,30.38,93,158.53,9
123017,45,30.38,93,152.4,4.5
122518,45,30.38,93,142.21,4.5
122018,45,30.38,93,148.35,4.5
121520,45,30.39,93,157.44,3.37
121018,45,30.39,93,171.72,4.5
120509,45,30.39,93,178.87,4.5
120017,45,30.39,93,157.25,3.37
115507,45,30.39,93,161.03,3.37
115018,45,30.4,93,161.11,2.25
114508,45,30.4,93,170.73,4.5
114019,45,30.4,93,155.18,5.62
113520,45,30.4,93,185.28,5.62
113019,45,30.41,93,190.44,5.62
112508,45,30.41,93,99.26,4.5
112020,45,30.41,93,98.52,0
111522,45,30.41,93,89.92,0
111012,45,30.41,93,196.76,1.12
110521,45,30.41,93,199.97,3.37
110008,45,30.41,93,195.41,5.62
105521,45,30.41,93,196.38,5.62
105007,45,30.42,93,197.01,6.75
104521,45,30.42,93,197.67,5.62
104018,45,30.42,93,193.84,7.87
103520,45,30.42,93,196.21,7.87
103028,45,30.42,93,191.84,11.25
102519,45,30.42,93,206.95,7.87
102017,45,30.42,93,211.59,3.37
101507,45,30.42,93,210.41,4.5
101021,45,30.42,93,211.45,4.5
100508,45,30.41,93,212.97,7.87
100002,45,30.41,93,207.42,4.5
095502,45,30.42,93,196.9,7.87
095003,45,30.42,93,206.31,10.12
094503,45,30.41,93,199.04,10.12
094006,45,30.41,93,206.57,11.25
093504,45,30.41,93,210.32,12.37
093005,45,30.42,93,207.61,12.37
092501,45,30.41,93,204.88,12.37
092007,45,30.4,93,195.59,24.75
091503,45,30.41,93,206.77,19.12
091001,45,30.41,93,196.17,13.5
090504,45,30.41,93,195.06,12.37
090002,45,30.4,93,179.05,6.75
085505,45,30.41,93,191.56,14.62
085004,45,30.41,93,185.47,13.5
084502,45,30.4,93,186.19,13.5
084002,45,30.4,93,189.77,15.75
083503,45,30.4,93,192.5,13.5
083005,45,30.4,93,195.68,14.62
082506,45,30.4,93,188.1,9
082002,45,30.4,93,179.96,14.62
081501,45,30.4,93,181.36,13.5
081002,45,30.4,93,171.08,10.12
080504,45,30.4,93,192.71,11.25
080002,45,30.4,93,147.86,6.75
075502,45,30.4,93,176.21,9
075002,45,30.39,93,167.23,10.12
074505,45,30.39,93,173.11,7.87
074006,45,30.39,93,178.5,6.75
073503,45,30.39,93,157.61,7.87
073004,45,30.38,93,172.29,5.62
072504,45,30.39,93,100.83,3.37
072002,45,30.39,93,181.42,2.25
071505,45,30.39,93,152.53,2.25
071005,45,30.39,93,115.34,5.62
070503,45,30.39,93,91.38,4.5
070002,45,30.39,93,117.77,1.12
065505,45,30.38,93,124.59,2.25
065004,45,30.38,93,122.52,1.12
064504,45,30.38,93,150.23,2.25
064003,45,30.38,93,157.33,6.75
063502,45,30.38,93,160.56,6.75
063004,45,30.37,93,174.83,10.12
062502,45,30.37,93,166.62,4.5
062005,45,30.37,93,153.91,3.37
061502,45,30.37,93,152.74,3.37
061003,45,30.37,93,165.24,4.5
060504,45,30.37,93,142.54,9
060003,45,30.37,93,170.58,5.62
055504,45,30.38,93,160,11.25
055003,45,30.37,93,148.19,5.62
054502,45,30.37,93,166.4,7.87
054006,45,30.37,93,175.92,7.87
053505,45,30.37,93,168,4.5
053002,45,30.37,93,167.01,3.37
052502,45,30.37,93,154.96,6.75
052002,45,30.37,93,164.63,7.87
051504,45,30.37,93,136.13,6.75
051004,45,30.37,93,156.27,6.75
050502,45,30.36,93,181.03,5.62
050002,45,30.36,93,165.42,5.62
045504,45,30.37,93,165.87,6.75
045004,45,30.36,93,180.68,5.62
044505,45,30.36,93,158.49,5.62
044004,45,30.37,93,132.68,1.12
043505,45,30.37,93,124.04,7.87
043003,45,30.36,93,83.35,2.25
042502,45,30.37,93,140.53,1.12
042002,45,30.36,93,164.07,5.62
041504,45,30.36,93,171.54,6.75
041002,45,30.36,93,189.68,10.12
040503,45,30.36,93,191.97,7.87
040004,45,30.36,93,170.95,6.75
035502,45,30.36,93,170.19,9
035004,45,30.36,93,189.71,6.75
034502,45,30.37,93,150.59,7.87
034001,45,30.36,93,172.41,6.75
033502,45,30.37,93,160.13,9
033002,45,30.37,93,153.24,6.75
032506,45,30.37,93,149.17,6.75
032002,45,30.37,93,158.86,10.12
031502,45,30.36,93,163.87,7.87
031005,45,30.37,93,141.27,9
030503,45,30.37,93,173.36,9
030002,45,30.37,93,175.36,6.75
025504,45,30.37,93,160.24,7.87
025001,45,30.38,93,172.64,13.5
024502,45,30.38,93,165.72,7.87
024004,45,30.37,93,162.88,6.75
023506,45,30.37,93,186,7.87
023005,45,30.38,93,187.84,9
022504,45,30.38,93,165.73,9
022004,45,30.38,93,155.13,9
021506,45,30.38,93,163.96,7.87
021005,45,30.38,93,131.11,6.75
020502,45,30.38,93,155.2,5.62
020004,45,30.38,93,157.49,9
015504,45,30.38,93,163.37,6.75
015004,45,30.38,93,149.22,6.75
014503,45,30.39,93,138.33,6.75
014003,45,30.39,93,87.36,1.12
013502,45,30.39,93,157.68,2.25
013002,45,30.39,93,109.04,2.25
012505,45,30.38,93,117.05,4.5
012009,45,30.39,93,116.22,1.12
011506,45,30.39,93,160.37,2.25
011002,45,30.39,93,159.15,7.87
010501,45,30.39,93,164.76,9
010006,45,30.39,93,133.41,6.75
005506,45,30.4,93,168.43,6.75
005002,45,30.4,93,176.71,7.87
004505,45,30.4,93,171.78,5.62
004009,45,30.41,93,177.56,5.62
003502,45,30.41,93,181.39,4.5
003008,45,30.41,93,180.55,5.62
002502,45,30.41,93,177.11,4.5
002002,45,30.41,93,161.19,7.87
001505,45,30.41,93,164.49,9
001006,45,30.41,93,170.35,9
000502,45,30.41,93,129.29,3.37
000005,45,30.41,93,69.83,2.25
235505,45,30.41,93,128.07,3.37
235003,45,30.41,93,129.39,4.5
234504,45,30.41,93,157.4,1.12
234002,45,30.42,93,150.02,7.87
233502,45,30.41,93,137.49,5.62
233002,45,30.42,93,43.72,2.25
232505,45,30.41,93,118.58,5.62
232002,45,30.41,93,183.83,7.87
231501,45,30.41,93,185.15,5.62
231004,45,30.42,93,176.66,6.75
230501,45,30.42,93,164.84,5.62
230002,45,30.42,93,176.13,5.62
225505,45,30.42,93,186.21,4.5
225001,45,30.43,93,174.5,6.75
224504,45,30.43,93,182.37,3.37
224006,45,30.43,93,171.98,6.75
223504,45,30.43,93,183.59,6.75
223002,45,30.43,93,147.59,7.87
222502,45,30.43,93,158.52,11.25
222002,45,30.42,93,161.08,11.25
221501,45,30.42,93,167.59,12.37
221006,45,30.42,93,177.27,13.5
220503,45,30.42,93,155.53,13.5
220004,45,30.42,93,161.53,16.87
215502,45,30.42,93,166.39,6.75
215002,45,30.42,93,111.59,7.87
214502,45,30.42,93,127.89,3.37
214003,45,30.42,93,144.26,6.75
213502,45,30.42,93,156.97,5.62
213001,45,30.42,93,162.84,9
212503,45,30.42,93,157.8,11.25
212002,45,30.42,93,159.59,9
211504,45,30.42,93,208.91,3.37
211002,45,30.42,93,145.52,10.12
210504,45,30.42,93,161.58,9
210004,45,30.42,93,165.6,10.12
205504,45,30.42,93,176.85,4.5
205003,45,30.43,93,161.06,3.37
204506,45,30.43,93,186.24,7.87
204004,45,30.42,93,146.59,7.87
203505,45,30.42,93,190.35,7.87
203003,45,30.42,93,167.13,9
202504,45,30.42,93,171.94,6.75
202015,45,30.42,93,159.53,9
201506,45,30.42,93,129.99,5.62
201001,45,30.42,93,110.66,5.62
200502,45,30.42,93,166.42,5.62
200005,45,30.42,93,149.68,4.5
195503,45,30.42,93,141.23,7.87
195001,45,30.41,93,110.89,10.12
194505,45,30.41,93,146.31,13.5
194002,45,30.41,93,123.25,6.75
193501,45,30.41,93,92.65,4.5
193001,45,30.41,93,114.1,5.62
192505,45,30.41,93,165.77,11.25
192002,45,30.41,93,130.61,1.12
191501,45,30.41,93,94.78,4.5
191003,45,30.41,93,31,2.25
190502,45,30.4,93,79.43,7.87
190002,45,30.4,93,152.2,4.5
185504,45,30.4,93,66.79,2.25
185004,45,30.4,93,171.48,12.37
184505,45,30.4,93,120.9,9
184003,45,30.4,93,123.41,4.5
183504,45,30.4,93,37.11,6.75
183001,45,30.4,93,128.55,11.25
182505,45,30.4,93,120.36,4.5
182002,45,30.4,93,133.95,5.62
181505,45,30.4,93,154.42,7.87
181005,45,30.4,93,169.21,5.62
180503,45,30.4,93,235.8,3.37
180001,45,30.4,93,103.75,6.75
175501,45,30.4,93,140.96,10.12
175008,45,30.4,93,140.27,2.25
174503,45,30.4,93,138.91,4.5
174001,45,30.4,93,113.29,5.62
173505,45,30.4,93,157.9,4.5
173005,45,30.4,93,144.84,10.12
172502,45,30.4,93,128.69,7.87
172002,45,30.39,93,67.47,3.37
171502,45,30.4,93,187.25,3.37
171002,45,30.4,93,37.42,6.75
170503,45,30.39,93,87.84,9
170001,45,30.39,93,48.73,7.87
165502,45,30.39,93,65.72,12.37
165001,45,30.39,93,61.57,9
164503,45,30.39,93,106.27,7.87
164005,45,30.39,93,86.84,7.87
163501,45,30.39,93,0.18,9
163004,45,30.38,93,110.14,13.5
162503,45,30.38,93,137.3,11.25
162003,45,30.38,93,0.5,6.75
161501,45,30.38,93,71.33,6.75
161003,45,30.38,93,61.84,4.5
160505,45,30.38,93,0.17,3.37
160004,45,30.38,93,82.33,6.75
155504,45,30.38,93,44.75,7.87
155002,45,30.37,93,322.95,3.37
154501,45,30.37,93,27.02,3.37
154005,45,30.37,93,134.5,3.37
153502,45,30.37,93,113.12,5.62
153004,45,30.37,93,98.93,9
152503,45,30.37,93,185.95,2.25
152002,45,30.37,93,74.88,4.5
151504,45,30.36,93,150.27,5.62
151002,45,30.37,93,300.31,2.25
150501,45,30.36,93,125.7,7.87
150002,45,30.36,93,109.28,12.37
145504,45,30.36,93,142.78,13.5
145004,45,30.37,93,73.37,7.87
144501,45,30.38,93,45.67,6.75
144002,45,30.38,93,94.35,5.62
143504,45,30.39,93,125.03,9
143002,45,30.39,93,97.14,3.37
142503,45,30.39,93,106.11,5.62
142003,45,30.38,93,145.71,7.87
141504,45,30.38,93,89.09,6.75
141002,45,30.38,93,45.58,6.75
140513,45,30.38,93,15.46,2.25
140002,45,30.38,93,23.87,9
135501,45,30.38,93,55.12,7.87
135001,45,30.37,93,90.99,7.87
134508,45,30.37,93,90.6,10.12
134001,45,30.38,93,87.48,7.87
133511,45,30.38,93,63.24,6.75
133002,45,30.38,93,56.4,6.75
132502,45,30.38,93,65.03,6.75
132003,45,30.38,93,49.63,6.75
131502,45,30.38,93,30.35,5.62
131001,45,30.39,93,49.22,3.37
130503,45,30.39,93,47.18,10.12
130001,45,30.39,93,355.33,14.62
125503,45,30.39,93,68.4,4.5
125002,45,30.4,93,73.4,3.37
124501,45,30.4,93,104.58,12.37
124003,45,30.4,93,111.19,15.75
123504,45,30.4,93,163.99,12.37
123001,45,30.4,93,159.64,13.5
122502,45,30.4,93,162.31,13.5
122001,45,30.41,93,151.19,10.12
121502,45,30.41,93,164.11,9
121002,45,30.41,93,170.78,14.62
120502,45,30.41,93,199.22,9
120003,45,30.4,93,154.87,20.25
115502,45,30.41,93,169.45,18
115002,44,30.41,93,160.29,19.12
114503,44,30.41,94,148.04,14.62
114002,45,30.41,93,156.53,16.87
113501,45,30.42,95,182.22,15.75
113001,46,30.42,95,144.34,9
112502,46,30.42,96,114.71,11.25
112005,46,30.42,96,180.68,12.37
111509,46,30.42,95,199.91,6.75
111005,46,30.42,95,162.09,9
110504,47,30.42,94,170.55,10.12
110003,47,30.42,93,148.92,9
105501,48,30.42,91,133.91,7.87
105005,49,30.42,90,138.37,11.25
104502,50,30.42,89,151.91,12.37
104003,51,30.42,90,182.84,6.75
103501,51,30.42,91,179.28,13.5
103004,50,30.42,95,177.5,7.87
102504,49,30.42,94,164.94,4.5
102005,48,30.42,96,158.38,7.87
101505,47,30.42,99,147.67,9
101004,47,30.42,100,190.74,9
100501,46,30.42,100,141.8,9
100002,45,30.42,99,30.08,3.37
095502,44,30.42,99,65.19,5.62
095008,44,30.43,99,149.07,11.25
094505,44,30.43,99,107.44,4.5
094004,44,30.43,99,161.38,11.25
093513,44,30.43,99,144.26,18
093002,44,30.44,99,182.83,10.12
092502,44,30.44,98,129.95,13.5
092005,44,30.44,98,184.73,13.5
091502,45,30.44,97,124.63,4.5
091003,45,30.43,96,119.2,14.62
090505,45,30.44,95,83.55,3.37
090001,45,30.42,96,87.27,4.5
085504,45,30.42,98,189.65,9
085005,45,30.41,99,95.92,3.37
084502,45,30.41,99,145.17,5.62
084003,45,30.41,100,168.57,6.75
083502,44,30.41,100,162.61,12.37
083003,44,30.41,99,120.24,10.12
082501,43,30.41,99,187.42,5.62
082002,43,30.41,98,148.76,6.75
081502,43,30.42,98,160.13,4.5
081001,43,30.42,97,133.54,3.37
080502,43,30.42,96,183.53,12.37
080001,42,30.42,97,202.45,9
075502,42,30.42,96,182.82,7.87
075003,42,30.42,96,179.2,14.62
074501,42,30.42,96,166.31,14.62
074002,42,30.42,96,166.84,16.87
073502,42,30.42,95,183.75,16.87
073004,42,30.41,95,143.32,15.75
072501,43,30.41,95,176.26,7.87
072002,43,30.42,96,137.7,13.5
071501,43,30.42,97,161.84,6.75
071002,44,30.42,97,168.68,10.12
070504,44,30.41,99,131.66,13.5
070002,44,30.41,100,176.67,9
065502,44,30.41,100,7.27,2.25
065003,44,30.4,100,50.69,6.75
064504,44,30.4,100,38.71,3.37
064002,44,30.4,100,34.4,5.62
063501,44,30.4,99,102.9,3.37
063002,44,30.4,99,76.65,4.5
062502,44,30.4,98,26.23,4.5
062001,44,30.4,97,55.88,5.62
061504,44,30.4,97,119.96,2.25
061002,44,30.4,96,140.62,7.87
060502,44,30.39,96,117.36,7.87
060004,44,30.39,96,156.26,14.62
055504,44,30.39,96,168.48,4.5
055002,44,30.39,96,133.33,5.62
054502,44,30.38,96,156.09,5.62
054001,44,30.38,95,107.49,3.37
053501,43,30.38,96,129.5,6.75
053002,43,30.38,96,159.42,10.12
052501,43,30.38,96,168.21,7.87
052003,43,30.39,96,173.62,5.62
051505,42,30.39,95,127.02,10.12
051002,42,30.4,95,189.54,5.62
050502,42,30.4,95,179.46,7.87
050004,42,30.4,95,187.33,11.25
045502,42,30.4,96,160.86,10.12
045002,42,30.4,97,181.06,4.5
044501,42,30.4,99,174.78,9
044001,42,30.4,99,169.41,11.25
043502,42,30.4,99,174.38,6.75
043002,42,30.41,99,165.25,5.62
042502,42,30.41,98,155.49,5.62
042002,42,30.41,97,157.05,5.62
041502,42,30.41,96,162.92,5.62
041002,42,30.41,96,165.39,4.5
040501,42,30.41,95,144.62,3.37
040002,43,30.4,96,170.18,4.5
035505,43,30.4,96,163.79,6.75
035003,43,30.4,97,184.18,9
034503,43,30.4,97,170.61,5.62
034001,43,30.4,97,173,7.87
033502,43,30.4,96,153.22,4.5
033002,43,30.4,95,151.67,7.87
032502,43,30.39,94,172.56,4.5
032002,42,30.4,94,173.98,6.75
031501,42,30.4,92,150.01,7.87
031002,41,30.4,91,171.02,9
030502,41,30.4,88,148.86,5.62
030003,41,30.39,81,157.47,3.37
025504,41,30.39,81,133.49,4.5
025004,41,30.4,80,150.59,5.62
024502,41,30.4,81,187.17,7.87
024002,41,30.4,84,152.63,7.87
023503,41,30.41,88,191.78,5.62
023005,42,30.41,90,170.83,3.37
022504,42,30.42,92,161.05,7.87
022004,42,30.42,92,108.37,5.62
021502,43,30.42,91,167.47,6.75
021001,43,30.42,92,164.76,4.5
020502,43,30.42,95,147.71,7.87
020002,43,30.42,98,190.16,12.37
015502,43,30.41,100,155.66,12.37
015003,43,30.42,100,180.84,10.12
014501,43,30.41,101,128.7,12.37
014002,43,30.42,101,158.56,13.5
013502,44,30.42,101,162.93,9
013001,44,30.42,101,154.37,4.5
012503,44,30.42,101,149.51,9
012002,44,30.42,101,117.07,14.62
011504,44,30.42,102,117.49,5.62
011002,44,30.42,102,102.57,6.75
010503,44,30.42,102,131.49,5.62
010001,44,30.42,102,112.72,11.25
005501,43,30.42,101,152.17,9
005006,43,30.42,101,163.94,10.12
004502,43,30.42,101,150.62,6.75
004002,43,30.42,101,178.46,5.62
003503,44,30.42,101,148.63,3.37
003005,44,30.42,101,101.27,10.12
002502,44,30.42,102,121.02,4.5
002004,44,30.43,102,145.42,6.75
001501,44,30.42,102,117.78,6.75
001001,44,30.42,102,145.19,9
000502,44,30.42,101,164.19,7.87
000002,44,30.43,101,83.59,3.37
