Mean Square Error (MSE) = 15751.919150872016
Average Difference = 46.68904069767442

ROW		|	PREDICTION	|	TARGET	|	ERROR
56		|	,000		|	1,220	|	1,220
57		|	,000		|	1,200	|	1,200
58		|	,000		|	1,270	|	1,270
59		|	,000		|	1,250	|	1,250
60		|	,000		|	1,200	|	1,200
61		|	,000		|	1,170	|	1,170
62		|	,000		|	1,240	|	1,240
63		|	,000		|	1,200	|	1,200
64		|	,000		|	1,190	|	1,190
65		|	,000		|	1,230	|	1,230
66		|	,000		|	1,170	|	1,170
67		|	,000		|	1,170	|	1,170
68		|	,000		|	1,270	|	1,270
69		|	,000		|	1,210	|	1,210
70		|	,000		|	1,190	|	1,190
71		|	,000		|	1,220	|	1,220
72		|	,000		|	1,200	|	1,200
73		|	,000		|	1,200	|	1,200
74		|	,000		|	1,180	|	1,180
75		|	,000		|	1,190	|	1,190
76		|	,000		|	1,220	|	1,220
77		|	,000		|	1,190	|	1,190
78		|	,000		|	1,240	|	1,240
79		|	,000		|	1,220	|	1,220
80		|	,000		|	1,230	|	1,230
81		|	,000		|	1,210	|	1,210
82		|	,000		|	1,230	|	1,230
83		|	,000		|	1,200	|	1,200
84		|	,000		|	1,210	|	1,210
85		|	,000		|	1,240	|	1,240
86		|	,000		|	1,210	|	1,210
87		|	,000		|	1,260	|	1,260
88		|	,000		|	1,280	|	1,280
89		|	,000		|	1,230	|	1,230
90		|	,000		|	1,230	|	1,230
91		|	,000		|	1,190	|	1,190
92		|	,000		|	1,160	|	1,160
93		|	,000		|	1,220	|	1,220
94		|	,000		|	1,220	|	1,220
95		|	,000		|	1,230	|	1,230
96		|	,000		|	1,220	|	1,220
97		|	,000		|	1,230	|	1,230
98		|	,000		|	1,230	|	1,230
99		|	,000		|	1,240	|	1,240
100		|	,000		|	1,200	|	1,200
101		|	,000		|	1,220	|	1,220
102		|	,000		|	1,200	|	1,200
103		|	,000		|	1,200	|	1,200
104		|	,000		|	1,230	|	1,230
105		|	,000		|	1,210	|	1,210
106		|	,000		|	1,230	|	1,230
107		|	,000		|	1,230	|	1,230
108		|	,000		|	1,250	|	1,250
109		|	,000		|	1,220	|	1,220
110		|	,000		|	1,220	|	1,220
111		|	,000		|	1,200	|	1,200
112		|	,000		|	1,200	|	1,200
113		|	,000		|	1,180	|	1,180
114		|	,000		|	1,220	|	1,220
115		|	,000		|	1,210	|	1,210
116		|	,000		|	1,210	|	1,210
117		|	,000		|	1,240	|	1,240
118		|	,000		|	1,200	|	1,200
119		|	,000		|	1,240	|	1,240
120		|	,000		|	1,200	|	1,200
121		|	,000		|	1,220	|	1,220
122		|	,000		|	1,240	|	1,240
123		|	,000		|	1,220	|	1,220
124		|	,000		|	1,200	|	1,200
125		|	,000		|	1,200	|	1,200
126		|	,000		|	1,190	|	1,190
127		|	,000		|	1,220	|	1,220
128		|	,000		|	1,230	|	1,230
129		|	,000		|	1,200	|	1,200
130		|	,000		|	1,230	|	1,230
131		|	,000		|	1,220	|	1,220
132		|	,000		|	1,210	|	1,210
133		|	,000		|	1,230	|	1,230
134		|	,000		|	1,240	|	1,240
135		|	,000		|	1,190	|	1,190
136		|	,000		|	1,240	|	1,240
137		|	,000		|	1,230	|	1,230
138		|	,000		|	1,210	|	1,210
139		|	,000		|	1,210	|	1,210
140		|	,000		|	1,130	|	1,130
141		|	,000		|	1,280	|	1,280
142		|	,000		|	1,280	|	1,280
143		|	,000		|	1,200	|	1,200
144		|	,000		|	1,240	|	1,240
145		|	,000		|	1,220	|	1,220
146		|	,000		|	1,230	|	1,230
147		|	,000		|	1,240	|	1,240
148		|	,000		|	1,250	|	1,250
149		|	,000		|	1,160	|	1,160
150		|	,000		|	1,220	|	1,220
151		|	,000		|	1,240	|	1,240
152		|	,000		|	1,230	|	1,230
153		|	,000		|	1,200	|	1,200
154		|	,000		|	1,260	|	1,260
155		|	,000		|	1,190	|	1,190
156		|	,000		|	1,240	|	1,240
157		|	,000		|	1,240	|	1,240
158		|	,000		|	1,250	|	1,250
159		|	,000		|	1,220	|	1,220
160		|	,000		|	1,240	|	1,240
161		|	,000		|	1,230	|	1,230
162		|	,000		|	1,180	|	1,180
163		|	,000		|	1,230	|	1,230
164		|	,000		|	1,190	|	1,190
165		|	,000		|	1,240	|	1,240
166		|	,000		|	1,230	|	1,230
167		|	,000		|	1,190	|	1,190
168		|	,000		|	1,200	|	1,200
169		|	,000		|	1,200	|	1,200
170		|	,000		|	1,240	|	1,240
171		|	,000		|	1,200	|	1,200
172		|	,000		|	1,210	|	1,210
173		|	,000		|	1,180	|	1,180
174		|	,000		|	1,300	|	1,300
175		|	,000		|	1,230	|	1,230
176		|	,000		|	1,210	|	1,210
177		|	,000		|	1,240	|	1,240
178		|	,000		|	1,230	|	1,230
179		|	,000		|	1,220	|	1,220
180		|	,000		|	1,250	|	1,250
181		|	,000		|	1,220	|	1,220
182		|	,000		|	1,210	|	1,210
183		|	,000		|	1,240	|	1,240
184		|	,000		|	1,250	|	1,250
185		|	,000		|	1,220	|	1,220
186		|	,000		|	1,690	|	1,690
187		|	,000		|	2,360	|	2,360
188		|	,000		|	3,480	|	3,480
189		|	,000		|	5,730	|	5,730
190		|	,000		|	7,660	|	7,660
191		|	,000		|	9,370	|	9,370
192		|	,000		|	12,280	|	12,280
193		|	,000		|	16,980	|	16,980
194		|	,000		|	23,120	|	23,120
195		|	,000		|	33,850	|	33,850
196		|	,000		|	37,300	|	37,300
197		|	,000		|	30,610	|	30,610
198		|	,000		|	25,360	|	25,360
199		|	,000		|	26,350	|	26,350
200		|	,000		|	33,720	|	33,720
201		|	,000		|	40,010	|	40,010
202		|	,000		|	46,730	|	46,730
203		|	,000		|	59,190	|	59,190
204		|	,000		|	72,760	|	72,760
205		|	,000		|	85,240	|	85,240
206		|	,000		|	85,060	|	85,060
207		|	,000		|	85,170	|	85,170
208		|	,000		|	79,280	|	79,280
209		|	,000		|	80,060	|	80,060
210		|	,000		|	111,550	|	111,550
211		|	,000		|	125,560	|	125,560
212		|	,000		|	136,410	|	136,410
213		|	,000		|	130,190	|	130,190
214		|	,000		|	131,050	|	131,050
215		|	,000		|	142,350	|	142,350
216		|	,000		|	135,190	|	135,190
217		|	,000		|	153,130	|	153,130
218		|	,000		|	133,190	|	133,190
219		|	,000		|	111,330	|	111,330
220		|	,000		|	104,420	|	104,420
221		|	,000		|	89,210	|	89,210
222		|	,000		|	106,760	|	106,760
223		|	,000		|	137,470	|	137,470
224		|	,000		|	143,140	|	143,140
225		|	,000		|	166,440	|	166,440
226		|	,000		|	153,760	|	153,760
227		|	,000		|	146,610	|	146,610
228		|	,000		|	150,560	|	150,560
229		|	,000		|	159,350	|	159,350
230		|	,000		|	177,190	|	177,190
231		|	,000		|	188,450	|	188,450
232		|	,000		|	193,050	|	193,050
233		|	,000		|	205,230	|	205,230
234		|	,000		|	212,660	|	212,660
235		|	,000		|	218,090	|	218,090
236		|	,000		|	146,700	|	146,700
237		|	,000		|	114,920	|	114,920
238		|	,000		|	130,330	|	130,330
239		|	,000		|	119,670	|	119,670
240		|	,000		|	103,670	|	103,670
241		|	,000		|	99,540	|	99,540
242		|	,000		|	79,930	|	79,930
243		|	,000		|	96,320	|	96,320
244		|	,000		|	90,760	|	90,760
245		|	,000		|	101,230	|	101,230
246		|	,000		|	106,510	|	106,510
247		|	,000		|	103,950	|	103,950
248		|	,000		|	103,340	|	103,340
249		|	,000		|	105,140	|	105,140
250		|	,000		|	106,150	|	106,150
251		|	,000		|	102,880	|	102,880
252		|	,000		|	137,510	|	137,510
253		|	,000		|	168,850	|	168,850
254		|	,000		|	165,000	|	165,000
255		|	,000		|	173,920	|	173,920
256		|	,000		|	159,520	|	159,520
257		|	,000		|	132,980	|	132,980
258		|	,000		|	127,930	|	127,930
259		|	,000		|	102,280	|	102,280
260		|	,000		|	98,370	|	98,370
261		|	,000		|	85,740	|	85,740
262		|	,000		|	75,180	|	75,180
263		|	,000		|	62,790	|	62,790
264		|	,000		|	44,180	|	44,180
265		|	,000		|	39,110	|	39,110
266		|	,000		|	28,930	|	28,930
267		|	,000		|	26,630	|	26,630
268		|	,000		|	23,170	|	23,170
269		|	,000		|	21,500	|	21,500
270		|	,000		|	17,060	|	17,060
271		|	,000		|	16,140	|	16,140
272		|	,000		|	14,430	|	14,430
273		|	,000		|	13,130	|	13,130
274		|	,000		|	12,870	|	12,870
275		|	,000		|	10,900	|	10,900
276		|	,000		|	10,240	|	10,240
277		|	,000		|	12,100	|	12,100
278		|	,000		|	13,440	|	13,440
279		|	,000		|	13,690	|	13,690
280		|	,000		|	10,370	|	10,370
281		|	,000		|	9,950	|	9,950
282		|	,000		|	10,100	|	10,100
283		|	,000		|	11,800	|	11,800
284		|	,000		|	14,920	|	14,920
285		|	,000		|	13,800	|	13,800
286		|	,000		|	13,040	|	13,040
287		|	,000		|	11,620	|	11,620
288		|	,000		|	10,410	|	10,410
289		|	,000		|	9,400	|	9,400
290		|	,000		|	8,520	|	8,520
291		|	,000		|	8,650	|	8,650
292		|	,000		|	9,270	|	9,270
293		|	,000		|	9,630	|	9,630
294		|	,000		|	9,660	|	9,660
295		|	,000		|	8,850	|	8,850
296		|	,000		|	7,490	|	7,490
297		|	,000		|	8,700	|	8,700
298		|	,000		|	9,950	|	9,950
299		|	,000		|	10,420	|	10,420
300		|	,000		|	8,940	|	8,940
301		|	,000		|	8,100	|	8,100
302		|	,000		|	7,310	|	7,310
303		|	,000		|	7,010	|	7,010
304		|	,000		|	6,670	|	6,670
305		|	,000		|	6,710	|	6,710
306		|	,000		|	7,110	|	7,110
307		|	,000		|	7,240	|	7,240
308		|	,000		|	7,330	|	7,330
309		|	,000		|	7,460	|	7,460
310		|	,000		|	6,660	|	6,660
311		|	,000		|	5,170	|	5,170
312		|	,000		|	4,230	|	4,230
313		|	,000		|	4,060	|	4,060
314		|	,000		|	4,180	|	4,180
315		|	,000		|	2,750	|	2,750
316		|	,000		|	2,030	|	2,030
317		|	,000		|	1,490	|	1,490
318		|	,000		|	1,460	|	1,460
319		|	,000		|	1,190	|	1,190
320		|	,000		|	1,180	|	1,180
321		|	,000		|	1,220	|	1,220
322		|	,000		|	1,220	|	1,220
323		|	,000		|	1,210	|	1,210
324		|	,000		|	1,170	|	1,170
325		|	,000		|	1,240	|	1,240
326		|	,000		|	1,210	|	1,210
327		|	,000		|	1,250	|	1,250
328		|	,000		|	1,190	|	1,190
329		|	,000		|	1,200	|	1,200
330		|	,000		|	1,190	|	1,190
331		|	,000		|	1,210	|	1,210
332		|	,000		|	1,200	|	1,200
333		|	,000		|	1,190	|	1,190
334		|	,000		|	1,200	|	1,200
335		|	,000		|	1,200	|	1,200
336		|	,000		|	1,220	|	1,220
337		|	,000		|	1,210	|	1,210
338		|	,000		|	1,210	|	1,210
339		|	,000		|	1,200	|	1,200
340		|	,000		|	1,210	|	1,210
341		|	,000		|	1,210	|	1,210
342		|	,000		|	1,200	|	1,200
343		|	,000		|	1,210	|	1,210
344		|	,000		|	1,200	|	1,200
345		|	,000		|	1,170	|	1,170
346		|	,000		|	1,240	|	1,240
347		|	,000		|	1,210	|	1,210
348		|	,000		|	1,200	|	1,200
349		|	,000		|	1,180	|	1,180
350		|	,000		|	1,210	|	1,210
351		|	,000		|	1,220	|	1,220
352		|	,000		|	1,200	|	1,200
353		|	,000		|	1,210	|	1,210
354		|	,000		|	1,190	|	1,190
355		|	,000		|	1,220	|	1,220
356		|	,000		|	1,200	|	1,200
357		|	,000		|	1,210	|	1,210
358		|	,000		|	1,210	|	1,210
359		|	,000		|	1,210	|	1,210
360		|	,000		|	1,220	|	1,220
361		|	,000		|	1,200	|	1,200
362		|	,000		|	1,210	|	1,210
363		|	,000		|	1,200	|	1,200
364		|	,000		|	1,240	|	1,240
365		|	,000		|	1,190	|	1,190
366		|	,000		|	1,180	|	1,180
367		|	,000		|	1,190	|	1,190
368		|	,000		|	1,190	|	1,190
369		|	,000		|	1,190	|	1,190
370		|	,000		|	1,210	|	1,210
371		|	,000		|	1,210	|	1,210
372		|	,000		|	1,200	|	1,200
373		|	,000		|	1,170	|	1,170
374		|	,000		|	1,170	|	1,170
375		|	,000		|	1,210	|	1,210
376		|	,000		|	1,200	|	1,200
377		|	,000		|	1,220	|	1,220
378		|	,000		|	1,220	|	1,220
379		|	,000		|	1,210	|	1,210
380		|	,000		|	1,210	|	1,210
381		|	,000		|	1,210	|	1,210
382		|	,000		|	1,200	|	1,200
383		|	,000		|	1,190	|	1,190
384		|	,000		|	1,240	|	1,240
385		|	,000		|	1,180	|	1,180
386		|	,000		|	1,180	|	1,180
387		|	,000		|	1,180	|	1,180
388		|	,000		|	1,170	|	1,170
389		|	,000		|	1,210	|	1,210
390		|	,000		|	1,170	|	1,170
391		|	,000		|	1,230	|	1,230
392		|	,000		|	1,210	|	1,210
393		|	,000		|	1,190	|	1,190
394		|	,000		|	1,180	|	1,180
395		|	,000		|	1,200	|	1,200
396		|	,000		|	1,200	|	1,200
397		|	,000		|	1,200	|	1,200
398		|	,000		|	1,200	|	1,200
399		|	,000		|	1,190	|	1,190
400		|	,000		|	1,200	|	1,200
401		|	,000		|	1,190	|	1,190
402		|	,000		|	1,190	|	1,190
403		|	,000		|	1,190	|	1,190
404		|	,000		|	1,210	|	1,210
405		|	,000		|	1,220	|	1,220
406		|	,000		|	1,200	|	1,200
407		|	,000		|	1,220	|	1,220
408		|	,000		|	1,210	|	1,210
409		|	,000		|	1,210	|	1,210
410		|	,000		|	1,210	|	1,210
411		|	,000		|	1,220	|	1,220
412		|	,000		|	1,240	|	1,240
413		|	,000		|	1,190	|	1,190
414		|	,000		|	1,170	|	1,170
415		|	,000		|	1,180	|	1,180
416		|	,000		|	1,210	|	1,210
417		|	,000		|	1,220	|	1,220
418		|	,000		|	1,200	|	1,200
419		|	,000		|	1,190	|	1,190
420		|	,000		|	1,220	|	1,220
421		|	,000		|	1,200	|	1,200
422		|	,000		|	1,230	|	1,230
423		|	,000		|	1,220	|	1,220
424		|	,000		|	1,200	|	1,200
425		|	,000		|	1,210	|	1,210
426		|	,000		|	1,230	|	1,230
427		|	,000		|	1,220	|	1,220
428		|	,000		|	1,220	|	1,220
429		|	,000		|	1,180	|	1,180
430		|	,000		|	1,250	|	1,250
431		|	,000		|	1,240	|	1,240
432		|	,000		|	1,210	|	1,210
433		|	,000		|	1,190	|	1,190
434		|	,000		|	1,230	|	1,230
435		|	,000		|	1,230	|	1,230
436		|	,000		|	1,180	|	1,180
437		|	,000		|	1,230	|	1,230
438		|	,000		|	1,190	|	1,190
439		|	,000		|	1,200	|	1,200
440		|	,000		|	1,200	|	1,200
441		|	,000		|	1,200	|	1,200
442		|	,000		|	1,210	|	1,210
443		|	,000		|	1,210	|	1,210
444		|	,000		|	1,240	|	1,240
445		|	,000		|	1,180	|	1,180
446		|	,000		|	1,200	|	1,200
447		|	,000		|	1,220	|	1,220
448		|	,000		|	1,220	|	1,220
449		|	,000		|	1,220	|	1,220
450		|	,000		|	1,190	|	1,190
451		|	,000		|	1,230	|	1,230
452		|	,000		|	1,210	|	1,210
453		|	,000		|	1,230	|	1,230
454		|	,000		|	1,200	|	1,200
455		|	,000		|	1,230	|	1,230
456		|	,000		|	1,210	|	1,210
457		|	,000		|	1,210	|	1,210
458		|	,000		|	1,210	|	1,210
459		|	,000		|	1,210	|	1,210
460		|	,000		|	1,220	|	1,220
461		|	,000		|	1,230	|	1,230
462		|	,000		|	1,220	|	1,220
463		|	,000		|	1,220	|	1,220
464		|	,000		|	1,210	|	1,210
465		|	,000		|	1,210	|	1,210
466		|	,000		|	1,190	|	1,190
467		|	,000		|	1,200	|	1,200
468		|	,000		|	1,210	|	1,210
469		|	,000		|	1,200	|	1,200
470		|	,000		|	1,210	|	1,210
471		|	,000		|	1,220	|	1,220
472		|	,000		|	1,220	|	1,220
473		|	,000		|	1,370	|	1,370
474		|	,000		|	1,990	|	1,990
475		|	,000		|	2,560	|	2,560
476		|	,000		|	3,280	|	3,280
477		|	,000		|	5,790	|	5,790
478		|	,000		|	13,780	|	13,780
479		|	,000		|	16,980	|	16,980
480		|	,000		|	18,720	|	18,720
481		|	,000		|	33,430	|	33,430
482		|	,000		|	33,090	|	33,090
483		|	,000		|	30,640	|	30,640
484		|	,000		|	42,480	|	42,480
485		|	,000		|	36,700	|	36,700
486		|	,000		|	48,330	|	48,330
487		|	,000		|	52,950	|	52,950
488		|	,000		|	53,540	|	53,540
489		|	1305,000		|	65,250	|	1239,750
490		|	,000		|	101,310	|	101,310
491		|	,000		|	111,770	|	111,770
492		|	,000		|	92,730	|	92,730
493		|	,000		|	78,000	|	78,000
494		|	,000		|	70,930	|	70,930
495		|	,000		|	90,830	|	90,830
496		|	,000		|	69,010	|	69,010
497		|	,000		|	83,050	|	83,050
498		|	,000		|	67,330	|	67,330
499		|	,000		|	82,490	|	82,490
500		|	,000		|	118,960	|	118,960
501		|	,000		|	125,350	|	125,350
502		|	,000		|	132,220	|	132,220
503		|	,000		|	135,960	|	135,960
504		|	,000		|	138,270	|	138,270
505		|	,000		|	120,330	|	120,330
506		|	,000		|	106,410	|	106,410
507		|	,000		|	121,170	|	121,170
508		|	,000		|	138,110	|	138,110
509		|	,000		|	128,280	|	128,280
510		|	,000		|	115,940	|	115,940
511		|	,000		|	93,310	|	93,310
512		|	,000		|	121,600	|	121,600
513		|	,000		|	142,580	|	142,580
514		|	,000		|	142,810	|	142,810
515		|	,000		|	138,160	|	138,160
516		|	,000		|	152,320	|	152,320
517		|	,000		|	125,740	|	125,740
518		|	,000		|	119,950	|	119,950
519		|	,000		|	195,960	|	195,960
520		|	1305,000		|	153,610	|	1151,390
521		|	,000		|	123,690	|	123,690
522		|	,000		|	149,940	|	149,940
523		|	,000		|	160,280	|	160,280
524		|	,000		|	181,060	|	181,060
525		|	,000		|	135,780	|	135,780
526		|	,000		|	115,160	|	115,160
527		|	,000		|	135,290	|	135,290
528		|	,000		|	193,560	|	193,560
529		|	,000		|	291,130	|	291,130
530		|	,000		|	373,610	|	373,610
531		|	1305,000		|	384,660	|	920,340
532		|	,000		|	269,610	|	269,610
533		|	,000		|	239,520	|	239,520
534		|	,000		|	116,200	|	116,200
535		|	,000		|	96,850	|	96,850
536		|	,000		|	168,630	|	168,630
537		|	,000		|	117,810	|	117,810
538		|	,000		|	163,910	|	163,910
539		|	,000		|	132,110	|	132,110
540		|	,000		|	111,870	|	111,870
541		|	,000		|	82,370	|	82,370
542		|	,000		|	75,010	|	75,010
543		|	,000		|	50,660	|	50,660
544		|	,000		|	38,660	|	38,660
545		|	,000		|	28,760	|	28,760
546		|	,000		|	27,890	|	27,890
547		|	,000		|	24,680	|	24,680
548		|	,000		|	24,750	|	24,750
549		|	,000		|	22,150	|	22,150
550		|	,000		|	17,390	|	17,390
551		|	,000		|	14,140	|	14,140
552		|	,000		|	15,080	|	15,080
553		|	,000		|	15,010	|	15,010
554		|	,000		|	18,320	|	18,320
555		|	,000		|	17,380	|	17,380
556		|	,000		|	19,690	|	19,690
557		|	,000		|	22,250	|	22,250
558		|	,000		|	42,660	|	42,660
559		|	,000		|	81,230	|	81,230
560		|	,000		|	192,810	|	192,810
561		|	,000		|	308,690	|	308,690
562		|	,000		|	478,180	|	478,180
563		|	,000		|	856,350	|	856,350
564		|	,000		|	821,730	|	821,730
565		|	,000		|	721,710	|	721,710
566		|	,000		|	588,800	|	588,800
567		|	,000		|	527,280	|	527,280
568		|	,000		|	319,440	|	319,440
569		|	,000		|	168,860	|	168,860
570		|	,000		|	91,640	|	91,640
571		|	,000		|	51,670	|	51,670
572		|	,000		|	30,620	|	30,620
573		|	,000		|	17,310	|	17,310
574		|	,000		|	11,190	|	11,190
575		|	,000		|	11,480	|	11,480
576		|	,000		|	14,180	|	14,180
577		|	,000		|	12,950	|	12,950
578		|	,000		|	13,240	|	13,240
579		|	,000		|	14,820	|	14,820
580		|	,000		|	37,090	|	37,090
581		|	,000		|	63,570	|	63,570
582		|	,000		|	112,290	|	112,290
583		|	,000		|	131,300	|	131,300
584		|	,000		|	189,610	|	189,610
585		|	,000		|	237,990	|	237,990
586		|	,000		|	174,400	|	174,400
587		|	,000		|	67,280	|	67,280
588		|	,000		|	29,900	|	29,900
589		|	,000		|	16,320	|	16,320
590		|	,000		|	11,890	|	11,890
591		|	,000		|	9,030	|	9,030
592		|	,000		|	7,040	|	7,040
593		|	,000		|	5,010	|	5,010
594		|	,000		|	4,450	|	4,450
595		|	,000		|	4,290	|	4,290
596		|	,000		|	3,460	|	3,460
597		|	,000		|	2,870	|	2,870
598		|	,000		|	2,220	|	2,220
599		|	,000		|	1,800	|	1,800
600		|	,000		|	1,710	|	1,710
601		|	,000		|	1,490	|	1,490
602		|	,000		|	1,340	|	1,340
603		|	,000		|	1,240	|	1,240
604		|	,000		|	1,190	|	1,190
605		|	,000		|	1,190	|	1,190
606		|	,000		|	1,200	|	1,200
607		|	,000		|	1,220	|	1,220
608		|	,000		|	1,200	|	1,200
609		|	,000		|	1,190	|	1,190
610		|	,000		|	1,190	|	1,190
611		|	,000		|	1,200	|	1,200
612		|	,000		|	1,220	|	1,220
613		|	,000		|	1,180	|	1,180
614		|	,000		|	1,190	|	1,190
615		|	,000		|	1,180	|	1,180
616		|	,000		|	1,190	|	1,190
617		|	,000		|	1,220	|	1,220
618		|	,000		|	1,180	|	1,180
619		|	,000		|	1,180	|	1,180
620		|	,000		|	1,230	|	1,230
621		|	,000		|	1,200	|	1,200
622		|	,000		|	1,200	|	1,200
623		|	,000		|	1,230	|	1,230
624		|	,000		|	1,260	|	1,260
625		|	,000		|	1,190	|	1,190
626		|	,000		|	1,230	|	1,230
627		|	,000		|	1,190	|	1,190
628		|	,000		|	1,190	|	1,190
629		|	,000		|	1,190	|	1,190
630		|	,000		|	1,160	|	1,160
631		|	,000		|	1,160	|	1,160
632		|	,000		|	1,190	|	1,190
633		|	,000		|	1,180	|	1,180
634		|	,000		|	1,200	|	1,200
635		|	,000		|	1,210	|	1,210
636		|	,000		|	1,220	|	1,220
637		|	,000		|	1,190	|	1,190
638		|	,000		|	1,200	|	1,200
639		|	,000		|	1,200	|	1,200
640		|	,000		|	1,210	|	1,210
641		|	,000		|	1,200	|	1,200
642		|	,000		|	1,180	|	1,180
643		|	,000		|	1,190	|	1,190
644		|	,000		|	1,220	|	1,220
645		|	,000		|	1,210	|	1,210
646		|	,000		|	1,180	|	1,180
647		|	,000		|	1,210	|	1,210
648		|	,000		|	1,220	|	1,220
649		|	,000		|	1,210	|	1,210
650		|	,000		|	1,190	|	1,190
651		|	,000		|	1,250	|	1,250
652		|	,000		|	1,200	|	1,200
653		|	,000		|	1,220	|	1,220
654		|	,000		|	1,170	|	1,170
655		|	,000		|	1,180	|	1,180
656		|	,000		|	1,220	|	1,220
657		|	,000		|	1,190	|	1,190
658		|	,000		|	1,200	|	1,200
659		|	,000		|	1,170	|	1,170
660		|	,000		|	1,200	|	1,200
661		|	,000		|	1,180	|	1,180
662		|	,000		|	1,180	|	1,180
663		|	,000		|	1,190	|	1,190
664		|	,000		|	1,210	|	1,210
665		|	,000		|	1,200	|	1,200
666		|	,000		|	1,200	|	1,200
667		|	,000		|	1,190	|	1,190
668		|	,000		|	1,190	|	1,190
669		|	,000		|	1,210	|	1,210
670		|	,000		|	1,210	|	1,210
671		|	,000		|	1,200	|	1,200
672		|	,000		|	1,210	|	1,210
673		|	,000		|	1,210	|	1,210
674		|	,000		|	1,210	|	1,210
675		|	,000		|	1,200	|	1,200
676		|	,000		|	1,210	|	1,210
677		|	,000		|	1,210	|	1,210
678		|	,000		|	1,220	|	1,220
679		|	,000		|	1,200	|	1,200
680		|	,000		|	1,190	|	1,190
681		|	,000		|	1,190	|	1,190
682		|	,000		|	1,210	|	1,210
683		|	,000		|	1,180	|	1,180
684		|	,000		|	1,220	|	1,220
685		|	,000		|	1,170	|	1,170
686		|	,000		|	1,200	|	1,200
687		|	,000		|	1,230	|	1,230
688		|	,000		|	1,200	|	1,200
