@relation arff

@attribute Time numeric
@attribute ' Radiation' {'0 category','5 category','10 category','20 category','25 category','35 category','50 category','60 category','85 category','110 category','130 category','160 category','190 category','205 category','240 category','275 category','300 category','325 category','345 category','365 category','370 category','425 category','460 category','510 category','565 category','310 category','230 category','625 category','805 category','670 category','680 category','690 category','700 category','715 category','745 category','610 category','760 category','775 category','790 category','820 category','855 category','875 category','870 category','890 category','910 category','925 category','935 category','945 category','955 category','960 category','970 category','975 category','985 category','990 category','995 category','1005 category','1010 category','1015 category','1020 category','1025 category','1030 category','1035 category','1040 category','1000 category','980 category','965 category','915 category','900 category','880 category','840 category','830 category','815 category','800 category','785 category','770 category','755 category','740 category','720 category','705 category','685 category','655 category','635 category','620 category','595 category','580 category','560 category','540 category','520 category','500 category','480 category','440 category','415 category','395 category','375 category','355 category','305 category','280 category','250 category','220 category','165 category','15 category','30 category','45 category','80 category','105 category','155 category','180 category','210 category','295 category','315 category','340 category','405 category','380 category','400 category','420 category','445 category','505 category','600 category','640 category','675 category','725 category','780 category','825 category','845 category','850 category','895 category','905 category','950 category','940 category','920 category','885 category','860 category','730 category','695 category','660 category','605 category','585 category','545 category','525 category','485 category','465 category','385 category','320 category','270 category','215 category','40 category','55 category','65 category','75 category','200 category','115 category','95 category','150 category','135 category','140 category','175 category','120 category','145 category','255 category','515 category','225 category','265 category','260 category','930 category','645 category','750 category','285 category','330 category','170 category','245 category','350 category','455 category','1065 category','1385 category','1155 category','1150 category','1135 category','1300 category','1145 category','590 category','570 category','550 category','530 category','495 category','470 category','450 category','430 category','410 category','390 category','70 category','475 category','535 category','555 category','615 category','865 category','1050 category','835 category','665 category','650 category','630 category','195 category','185 category','100 category','90 category','235 category','335 category','795 category','435 category','1060 category','1070 category','1075 category','1045 category','765 category','360 category','125 category','290 category','1255 category','1220 category','1090 category','1095 category','735 category','1250 category','1170 category','1120 category','1105 category','1330 category','1235 category','1115 category','490 category','1055 category','710 category','810 category','1100 category','1110 category','1265 category','1205 category','575 category','1080 category','1085 category','1285 category','1160 category','1165 category','1225 category','1130 category','1190 category','1240 category','1185 category','1360 category','1180 category','1245 category','1195 category','1140 category','1600 category','1475 category','1370 category','1410 category','1200 category','1450 category','1175 category','1275 category','1260 category','1350 category','1420 category','1315 category','1280 category','1290 category','1230 category','1215 category'}
@attribute ' Temperature' numeric
@attribute ' Pressure' numeric
@attribute ' Humidity' numeric
@attribute ' WindDirection(Degrees)' numeric
@attribute ' Speed' numeric

@data
193522,'0 category',50,30.46,56,140.92,4.5
193020,'0 category',50,30.46,57,165,4.5
192521,'0 category',51,30.46,55,126.63,3.37
192020,'0 category',51,30.46,54,119.97,4.5
191522,'0 category',51,30.45,53,95.57,2.25
191024,'0 category',51,30.45,51,100.02,4.5
190520,'0 category',51,30.45,51,111.73,2.25
190024,'0 category',51,30.45,52,145.77,5.62
185519,'0 category',51,30.45,51,105.89,6.75
185024,'0 category',51,30.45,52,120.86,5.62
184519,'0 category',51,30.44,55,170.11,5.62
184021,'0 category',52,30.44,55,107.15,5.62
183521,'0 category',52,30.44,55,129.29,6.75
183023,'0 category',52,30.45,59,158.73,3.37
182519,'0 category',52,30.44,59,211.38,2.25
182023,'5 category',53,30.44,61,174.97,4.5
181521,'5 category',53,30.44,62,120.78,7.87
181052,'5 category',53,30.44,59,118.82,5.62
180522,'10 category',54,30.44,59,154.16,4.5
180022,'20 category',55,30.44,57,58.42,6.75
175522,'25 category',55,30.44,53,47.86,4.5
175019,'35 category',56,30.44,52,74.56,2.25
174522,'50 category',56,30.44,49,25.72,6.75
174022,'60 category',56,30.44,50,102.11,2.25
173538,'85 category',56,30.44,48,67.49,3.37
173025,'110 category',56,30.43,49,180.29,2.25
172525,'130 category',57,30.43,57,150.2,2.25
172025,'160 category',57,30.43,55,47.3,5.62
171520,'190 category',58,30.43,52,333.81,1.12
171020,'205 category',58,30.43,49,41.62,4.5
170522,'240 category',58,30.43,45,132.36,5.62
170024,'275 category',58,30.43,41,332.09,4.5
165525,'300 category',58,30.43,55,45.88,3.37
165022,'325 category',58,30.43,56,94.24,7.87
164538,'345 category',58,30.43,50,81.57,6.75
164020,'365 category',58,30.43,49,351.03,7.87
163541,'370 category',58,30.43,51,78.81,5.62
163022,'365 category',58,30.43,46,85.96,5.62
162521,'425 category',59,30.43,48,19.78,4.5
162025,'460 category',58,30.43,59,18.26,4.5
161523,'510 category',58,30.43,52,69.08,3.37
161022,'565 category',58,30.43,52,40.87,4.5
160520,'190 category',58,30.43,49,0.13,4.5
160020,'310 category',59,30.43,58,27.34,9
155522,'230 category',59,30.43,46,359.93,3.37
155021,'625 category',60,30.43,46,22.18,7.87
154522,'310 category',60,30.43,48,4.38,10.12
154024,'805 category',60,30.43,44,355.03,7.87
153519,'670 category',60,30.42,47,0.4,7.87
153020,'670 category',60,30.42,51,53.16,4.5
152521,'680 category',60,30.42,48,353.87,9
152024,'690 category',60,30.43,54,2.04,4.5
151518,'700 category',61,30.42,53,34.85,11.25
151021,'715 category',61,30.42,44,11.08,7.87
150523,'745 category',61,30.43,50,1.6,5.62
150210,'610 category',61,30.42,53,345.21,7.87
145521,'760 category',61,30.42,50,165.42,4.5
145021,'775 category',61,30.42,57,30.3,6.75
144518,'790 category',61,30.42,59,34.24,3.37
144023,'805 category',61,30.42,59,19.11,7.87
143524,'820 category',61,30.42,53,84.61,6.75
143019,'855 category',62,30.42,51,31.88,5.62
142520,'875 category',62,30.42,58,149.48,3.37
142021,'870 category',62,30.42,54,62.54,3.37
141527,'875 category',62,30.43,58,39.59,5.62
141020,'890 category',62,30.43,50,122.13,4.5
140019,'910 category',62,30.43,53,65.07,7.87
135520,'925 category',62,30.43,49,69.79,7.87
135020,'935 category',62,30.43,47,346.87,5.62
134521,'945 category',62,30.43,53,359.93,5.62
134021,'955 category',62,30.43,50,9.92,4.5
133521,'960 category',62,30.43,54,19.98,9
133020,'970 category',62,30.43,57,0.9,6.75
132518,'975 category',62,30.43,54,19.13,11.25
132020,'985 category',62,30.44,53,61.93,7.87
131525,'990 category',62,30.43,50,63.35,10.12
131022,'995 category',62,30.44,56,171.18,7.87
130522,'1005 category',62,30.44,54,45.65,7.87
130019,'1010 category',63,30.44,54,15.92,11.25
125522,'1015 category',63,30.44,54,130.14,9
125020,'1020 category',62,30.44,51,21.54,10.12
124519,'1025 category',62,30.44,45,70.89,15.75
124020,'1030 category',63,30.45,46,59.62,12.37
123520,'1035 category',63,30.45,43,79.08,7.87
123019,'1035 category',63,30.45,43,359.46,5.62
122521,'1040 category',63,30.45,40,59.89,4.5
122020,'1040 category',63,30.45,39,40.66,6.75
121520,'1040 category',64,30.46,41,20.44,14.62
121024,'1040 category',64,30.45,41,40.4,13.5
120520,'1040 category',63,30.45,41,117.62,4.5
120027,'1040 category',63,30.46,42,354.78,1.12
115520,'1035 category',63,30.46,41,35.68,4.5
115020,'1035 category',63,30.46,39,350,5.62
114518,'1030 category',63,30.46,41,14.63,9
114020,'1025 category',63,30.46,41,349.53,2.25
113519,'1025 category',63,30.46,41,31.9,9
113022,'1020 category',63,30.47,37,339.83,3.37
112520,'1015 category',63,30.47,34,67.14,11.25
112021,'1010 category',63,30.47,34,61.67,9
111522,'1005 category',63,30.47,33,32.74,6.75
111156,'1000 category',63,30.47,31,4.51,6.75
110522,'985 category',62,30.47,36,38.9,10.12
110023,'980 category',63,30.47,40,28.85,7.87
105521,'975 category',63,30.47,35,114.97,5.62
105022,'965 category',63,30.47,37,60.94,6.75
104520,'955 category',62,30.47,40,37.85,7.87
104022,'945 category',62,30.47,44,38.03,11.25
103522,'935 category',62,30.47,45,37.37,11.25
103021,'925 category',62,30.47,43,10.44,5.62
102519,'915 category',62,30.47,42,5.51,11.25
102019,'900 category',62,30.47,42,24.74,9
101523,'900 category',61,30.47,46,37.67,7.87
101020,'880 category',62,30.47,49,61.93,7.87
100523,'870 category',61,30.47,44,359.93,6.75
100025,'855 category',62,30.47,41,26.99,7.87
95521,'840 category',61,30.47,42,21.37,9
95022,'830 category',62,30.47,38,52.73,10.12
94519,'815 category',62,30.47,39,61.67,6.75
94020,'800 category',62,30.47,41,42.59,5.62
93525,'785 category',61,30.47,41,37.83,7.87
93021,'770 category',61,30.47,45,7.14,7.87
92519,'755 category',61,30.47,44,186.9,4.5
92022,'740 category',61,30.47,43,7.25,7.87
91523,'720 category',61,30.46,44,33.19,11.25
91023,'705 category',61,30.46,44,56.91,6.75
90521,'685 category',61,30.46,45,70.29,3.37
90026,'670 category',60,30.46,49,16.18,9
85521,'655 category',61,30.46,47,52.76,2.25
85023,'635 category',61,30.46,41,14.96,6.75
84527,'620 category',61,30.46,31,19.08,7.87
84021,'595 category',61,30.46,34,0.1,2.25
83522,'580 category',61,30.46,31,24.56,4.5
83021,'560 category',60,30.46,35,41.61,1.12
82521,'540 category',60,30.46,37,31.05,3.37
82023,'520 category',60,30.46,41,25.35,4.5
81521,'500 category',60,30.45,40,3.77,3.37
81019,'480 category',60,30.45,40,17.86,3.37
80518,'460 category',59,30.45,40,74.63,1.12
80024,'440 category',59,30.45,45,64.84,2.25
75519,'415 category',60,30.44,30,53.32,5.62
75019,'395 category',59,30.44,31,75.7,3.37
74520,'375 category',58,30.44,34,58.43,2.25
74019,'355 category',57,30.43,34,113.5,1.12
73021,'305 category',54,30.43,38,146.52,1.12
72521,'280 category',52,30.43,42,142.16,2.25
72028,'250 category',51,30.43,44,151.94,2.25
71524,'220 category',50,30.43,46,143.23,4.5
71022,'165 category',49,30.43,47,172.83,3.37
70523,'20 category',48,30.43,48,176.93,4.5
70025,'20 category',48,30.42,50,182.88,5.62
65523,'20 category',48,30.42,51,173.07,7.87
65019,'20 category',47,30.42,53,191.44,7.87
64520,'15 category',47,30.42,54,193.99,9
64022,'15 category',47,30.42,55,190.38,10.12
63519,'15 category',47,30.42,56,179.45,10.12
63020,'15 category',47,30.42,57,188.58,6.75
62521,'10 category',47,30.42,57,188.37,7.87
62020,'10 category',47,30.41,58,192.09,7.87
61522,'5 category',47,30.41,61,157.11,7.87
61023,'5 category',47,30.41,62,177.65,6.75
60520,'0 category',47,30.41,62,187.76,7.87
60024,'0 category',47,30.41,61,185.73,7.87
55525,'0 category',47,30.41,60,184.95,9
55021,'0 category',47,30.41,59,182.07,9
54521,'0 category',46,30.41,58,184.89,10.12
54021,'0 category',46,30.4,59,190.62,7.87
53526,'0 category',46,30.4,58,188.4,7.87
53027,'0 category',46,30.4,58,193.81,5.62
52522,'0 category',45,30.4,56,191.32,6.75
52024,'0 category',45,30.4,56,184.3,5.62
51521,'0 category',45,30.4,55,174.74,4.5
51022,'0 category',45,30.4,55,184.56,6.75
50520,'0 category',46,30.4,55,165.66,6.75
50022,'0 category',46,30.4,53,177.23,4.5
45525,'0 category',46,30.4,51,173.92,4.5
45025,'0 category',46,30.4,50,174.53,5.62
44520,'0 category',46,30.4,50,163.85,3.37
44021,'0 category',46,30.4,49,166.26,4.5
43519,'0 category',46,30.39,49,176.34,3.37
43025,'0 category',46,30.39,48,170.62,5.62
42525,'0 category',46,30.39,47,176.8,3.37
42021,'0 category',46,30.39,47,170.45,4.5
41529,'0 category',46,30.39,45,180.3,3.37
41022,'0 category',46,30.39,45,187.66,6.75
40518,'0 category',46,30.39,45,173.01,5.62
40020,'0 category',46,30.39,45,178.75,5.62
35520,'0 category',46,30.39,47,171.85,6.75
35026,'0 category',46,30.39,47,189.46,6.75
34522,'0 category',46,30.39,48,169.78,5.62
34026,'0 category',46,30.39,50,183.99,6.75
33522,'0 category',46,30.39,52,173.17,5.62
33019,'0 category',46,30.38,55,186.34,7.87
32523,'0 category',46,30.38,56,159.97,6.75
32023,'0 category',47,30.38,57,170.61,4.5
31522,'0 category',47,30.39,58,171.98,3.37
31024,'0 category',47,30.38,58,177.67,6.75
30519,'0 category',47,30.39,58,165.64,5.62
30019,'0 category',47,30.38,58,181.39,4.5
25525,'0 category',47,30.38,58,156.71,3.37
25025,'0 category',47,30.39,58,156.31,7.87
24523,'0 category',47,30.39,59,168.46,4.5
24023,'0 category',47,30.39,59,172.8,5.62
23522,'0 category',47,30.39,60,158.68,5.62
23025,'0 category',47,30.39,60,167.47,6.75
22521,'0 category',47,30.39,60,165.89,5.62
22021,'0 category',47,30.39,62,163.06,5.62
21523,'0 category',47,30.39,64,154.2,2.25
21020,'0 category',47,30.39,64,190.87,6.75
20524,'0 category',47,30.39,66,168.77,4.5
20030,'0 category',47,30.4,65,183.32,5.62
15524,'0 category',47,30.4,68,170.4,4.5
15023,'0 category',48,30.4,70,186.06,5.62
14524,'0 category',48,30.4,69,152.34,5.62
14018,'0 category',48,30.4,71,171.74,5.62
13521,'0 category',48,30.4,73,164.9,6.75
13021,'0 category',48,30.4,76,193.66,5.62
12520,'0 category',48,30.4,76,183.44,5.62
12023,'0 category',48,30.4,77,169.53,5.62
11520,'0 category',48,30.41,77,170.89,5.62
11026,'0 category',48,30.41,77,180.16,5.62
10519,'0 category',48,30.41,78,159.54,5.62
10024,'0 category',48,30.41,78,160.62,5.62
5525,'0 category',48,30.41,78,179.43,5.62
5029,'0 category',48,30.41,78,177.17,5.62
4524,'0 category',48,30.41,78,176.09,3.37
4019,'0 category',48,30.41,78,170.4,6.75
3521,'0 category',49,30.41,78,181.25,4.5
3022,'0 category',49,30.41,77,183.79,7.87
2524,'0 category',49,30.41,78,166.36,4.5
2025,'0 category',49,30.42,77,168.56,5.62
1023,'0 category',50,30.42,75,162.03,5.62
520,'0 category',50,30.42,75,121.92,2.25
31,'0 category',49,30.42,75,148.94,6.75
235521,'0 category',50,30.42,75,167.24,5.62
235024,'0 category',50,30.42,74,169.78,5.62
234531,'0 category',50,30.42,74,183.28,4.5
234021,'0 category',50,30.42,74,159.15,6.75
233521,'0 category',50,30.42,73,176.24,4.5
233024,'0 category',50,30.42,74,158.44,6.75
232521,'0 category',50,30.42,75,161.04,7.87
232023,'0 category',50,30.43,75,145.97,6.75
231520,'0 category',50,30.43,77,168.62,7.87
231023,'0 category',50,30.43,79,160.36,5.62
230521,'0 category',50,30.43,79,149.44,4.5
230025,'0 category',50,30.43,81,147.81,9
225520,'0 category',51,30.43,82,161.97,5.62
225024,'0 category',51,30.43,84,169.04,6.75
224522,'0 category',51,30.43,86,167.45,5.62
224019,'0 category',50,30.43,88,163.91,6.75
223523,'0 category',50,30.43,89,142.26,10.12
223025,'0 category',50,30.43,89,161.97,12.37
222527,'0 category',51,30.43,87,159.7,9
222021,'0 category',51,30.44,85,78.09,5.62
221520,'0 category',51,30.43,77,88.77,4.5
221025,'0 category',51,30.43,75,130.36,4.5
220521,'0 category',51,30.43,75,162.76,4.5
220020,'0 category',51,30.43,73,146.94,7.87
215520,'0 category',51,30.43,71,116.25,3.37
215028,'0 category',51,30.43,71,144.4,3.37
214522,'0 category',51,30.43,68,148.71,7.87
214021,'0 category',51,30.43,66,153.22,5.62
213524,'0 category',51,30.43,67,179.54,5.62
213030,'0 category',51,30.43,69,180.65,2.25
212521,'0 category',51,30.43,72,157.82,3.37
212023,'0 category',51,30.44,67,135.43,5.62
211528,'0 category',51,30.43,67,100.03,2.25
211020,'0 category',51,30.43,68,112.05,6.75
210520,'0 category',51,30.43,70,151.33,9
210026,'0 category',51,30.43,75,138.72,6.75
205518,'0 category',51,30.43,73,159.9,7.87
205021,'0 category',52,30.43,68,105.34,4.5
204520,'0 category',52,30.43,67,127.43,5.62
204019,'0 category',52,30.43,67,120.88,7.87
203518,'0 category',52,30.43,65,88.97,2.25
203022,'0 category',52,30.42,65,111.28,4.5
202524,'0 category',52,30.42,66,140.23,5.62
202029,'0 category',52,30.42,65,160.04,6.75
201524,'0 category',52,30.42,66,139.86,10.12
201019,'0 category',52,30.41,67,122.69,6.75
200522,'0 category',52,30.41,66,152.68,1.12
200022,'0 category',53,30.41,69,162.52,5.62
195521,'0 category',53,30.41,68,103.2,6.75
195018,'0 category',53,30.41,69,128.17,5.62
194524,'0 category',53,30.41,70,96.22,6.75
194024,'0 category',53,30.41,73,109.76,6.75
193527,'0 category',53,30.41,70,97.28,6.75
193022,'0 category',53,30.4,71,189.66,1.12
192522,'0 category',53,30.4,71,119.71,4.5
192022,'0 category',53,30.4,72,116.54,4.5
191519,'0 category',52,30.4,77,144.9,4.5
191032,'0 category',52,30.39,82,137.32,6.75
190522,'0 category',52,30.39,88,73,3.37
190026,'0 category',52,30.39,93,118.46,4.5
185519,'0 category',53,30.39,93,89.91,1.12
185019,'0 category',53,30.39,91,76.58,5.62
184521,'0 category',52,30.39,93,68.07,2.25
184024,'0 category',52,30.39,94,105.92,2.25
183518,'0 category',52,30.39,94,128.5,4.5
183028,'0 category',53,30.39,94,75.55,2.25
182523,'0 category',53,30.39,93,89.11,3.37
182018,'5 category',53,30.39,92,61.7,4.5
181520,'5 category',54,30.39,91,15.53,4.5
181021,'5 category',55,30.39,89,42.14,3.37
180518,'10 category',55,30.38,86,25.85,3.37
180019,'15 category',56,30.38,81,70.97,1.12
175523,'25 category',56,30.38,82,71.25,1.12
175023,'30 category',56,30.38,83,58.36,2.25
174524,'45 category',56,30.38,82,6.05,4.5
174044,'60 category',57,30.38,82,0.11,0
173523,'80 category',57,30.38,82,6.02,1.12
173025,'105 category',58,30.38,81,75.85,4.5
172532,'130 category',58,30.38,75,60.74,4.5
172021,'155 category',58,30.38,75,90.92,3.37
171521,'180 category',57,30.38,75,84.96,7.87
171020,'210 category',58,30.38,74,90.66,5.62
170520,'240 category',58,30.38,79,83.12,4.5
170024,'275 category',58,30.38,80,31.83,4.5
165524,'295 category',58,30.38,80,73.56,4.5
165021,'315 category',58,30.38,76,52.53,5.62
164521,'340 category',58,30.38,77,354.71,4.5
164021,'405 category',59,30.38,78,25.13,9
163523,'380 category',59,30.38,73,12.59,10.12
163021,'400 category',59,30.37,75,44.49,6.75
162525,'420 category',59,30.37,76,27.26,5.62
162022,'445 category',59,30.37,75,35.79,4.5
161521,'460 category',59,30.37,71,43.49,7.87
161020,'480 category',59,30.37,72,54.85,5.62
160519,'505 category',60,30.37,68,38.26,5.62
160018,'520 category',60,30.37,71,39.37,10.12
155523,'540 category',61,30.38,60,38.24,4.5
155020,'565 category',61,30.38,63,29.55,7.87
154519,'580 category',61,30.37,65,99.56,2.25
154020,'600 category',61,30.37,60,7.47,7.87
153522,'620 category',61,30.37,62,40.57,6.75
153019,'640 category',61,30.37,63,19.62,5.62
152525,'655 category',61,30.37,62,57.08,6.75
152022,'675 category',61,30.37,60,54.92,5.62
151523,'690 category',61,30.37,68,27.95,3.37
150519,'725 category',61,30.37,60,73.08,5.62
150027,'740 category',62,30.37,63,37.92,5.62
145532,'755 category',62,30.37,64,18.1,4.5
145019,'770 category',62,30.38,60,59.21,4.5
144519,'780 category',62,30.37,62,81.98,6.75
144024,'800 category',62,30.37,56,12.69,4.5
143523,'815 category',62,30.38,57,340.34,7.87
143021,'825 category',62,30.38,59,21.61,7.87
142518,'845 category',62,30.38,60,2.33,5.62
142019,'850 category',63,30.38,60,28.66,11.25
141518,'870 category',63,30.38,59,51.58,7.87
141027,'880 category',62,30.38,58,137.12,5.62
140522,'895 category',63,30.38,60,23.91,12.37
140020,'905 category',63,30.38,59,49.07,11.25
135521,'915 category',63,30.39,57,8.87,5.62
135026,'925 category',63,30.38,61,68.21,7.87
134520,'935 category',62,30.39,59,269.81,4.5
134021,'945 category',63,30.39,57,36.16,6.75
133520,'950 category',63,30.39,59,51.28,9
133022,'965 category',63,30.39,56,96.24,9
132519,'970 category',64,30.39,58,35.49,13.5
132023,'980 category',64,30.39,54,15.16,6.75
131521,'990 category',63,30.39,55,23.95,5.62
131022,'995 category',64,30.39,55,1.28,3.37
130522,'1000 category',63,30.39,55,39.99,5.62
130029,'1010 category',63,30.39,53,32.01,6.75
125519,'1010 category',63,30.4,56,55.92,13.5
125023,'1015 category',63,30.4,55,17.42,6.75
124523,'1015 category',64,30.39,55,84.77,6.75
124019,'1020 category',64,30.4,53,30.74,11.25
123519,'1020 category',64,30.4,53,33.64,10.12
123023,'1025 category',64,30.4,52,26.38,13.5
122524,'1025 category',63,30.4,49,57.98,6.75
122019,'1030 category',63,30.4,51,359.93,4.5
121519,'1025 category',63,30.4,56,35.44,7.87
121024,'1025 category',63,30.4,53,6.47,5.62
120025,'1025 category',63,30.4,56,359.93,7.87
115524,'1020 category',64,30.4,53,355.12,12.37
115022,'1020 category',64,30.4,51,54.4,5.62
114520,'1020 category',64,30.41,52,14.61,5.62
114020,'1020 category',64,30.41,52,36.19,4.5
113525,'1015 category',64,30.41,51,37.32,10.12
113022,'1010 category',64,30.41,51,31.73,10.12
112527,'1005 category',64,30.41,50,359.92,5.62
112022,'1000 category',64,30.41,51,31.56,10.12
111523,'990 category',64,30.42,51,31.75,7.87
111019,'985 category',64,30.42,50,27.02,12.37
110518,'980 category',64,30.42,51,19.9,10.12
110023,'970 category',64,30.42,52,37.54,5.62
105518,'965 category',64,30.42,53,0.12,5.62
105019,'955 category',64,30.42,53,170.18,5.62
104519,'945 category',63,30.42,52,31.49,11.25
104020,'940 category',64,30.42,51,32.77,7.87
103519,'925 category',64,30.42,50,30.44,7.87
103020,'920 category',64,30.42,52,31.26,7.87
102519,'905 category',64,30.42,50,53.87,5.62
102024,'900 category',63,30.42,51,46.26,2.25
101522,'885 category',63,30.42,52,9.55,4.5
101020,'870 category',62,30.42,53,76.78,4.5
100523,'860 category',62,30.42,52,11.51,7.87
100019,'845 category',63,30.42,52,50.15,6.75
95522,'830 category',62,30.42,52,139.5,4.5
95020,'820 category',62,30.42,54,26.02,5.62
94524,'805 category',62,30.43,54,352.03,4.5
94022,'790 category',62,30.43,54,339.78,2.25
93522,'775 category',62,30.42,54,61.32,5.62
93020,'760 category',62,30.43,54,71.19,6.75
92522,'745 category',62,30.42,54,35.49,2.25
92021,'730 category',62,30.42,53,32.29,4.5
91523,'715 category',62,30.42,54,64.24,6.75
91024,'695 category',62,30.42,52,12.6,3.37
90525,'680 category',62,30.42,54,36.2,4.5
90021,'660 category',61,30.42,55,359.92,5.62
85523,'640 category',61,30.42,55,33.73,9
85020,'625 category',61,30.42,56,55.33,4.5
84523,'605 category',61,30.42,56,72.33,5.62
84022,'585 category',61,30.42,57,55.57,6.75
83520,'565 category',60,30.42,57,109.91,4.5
83018,'545 category',60,30.42,58,104.5,3.37
82525,'525 category',60,30.41,59,42.17,7.87
82022,'505 category',60,30.41,60,74.08,5.62
81522,'485 category',60,30.41,61,97.72,3.37
81023,'465 category',59,30.41,63,70.01,1.12
80520,'445 category',59,30.41,62,55.89,6.75
80020,'425 category',59,30.41,64,80.52,3.37
75526,'405 category',58,30.41,66,114.91,2.25
75024,'385 category',58,30.41,68,105.99,3.37
74521,'365 category',57,30.4,70,16.41,4.5
74019,'340 category',56,30.4,74,122.53,2.25
