id,day,hour,minute,consumption
hungary_pensionerHousehold_1,0,18,0,129
hungary_pensionerHousehold_1,0,18,30,128
hungary_pensionerHousehold_1,0,19,0,114
hungary_pensionerHousehold_1,0,19,30,123
hungary_pensionerHousehold_1,0,20,0,122
hungary_pensionerHousehold_1,0,20,30,136
hungary_pensionerHousehold_1,0,21,0,128
hungary_pensionerHousehold_1,0,21,30,132
hungary_pensionerHousehold_1,0,22,0,20
hungary_pensionerHousehold_1,0,22,30,10
hungary_pensionerHousehold_1,0,23,0,14
hungary_pensionerHousehold_1,0,23,30,19
hungary_pensionerHousehold_2,0,0,0,31
hungary_pensionerHousehold_2,0,0,30,11
hungary_pensionerHousehold_2,0,1,0,22
hungary_pensionerHousehold_2,0,1,30,9
hungary_pensionerHousehold_2,0,2,0,32
hungary_pensionerHousehold_2,0,2,30,29
hungary_pensionerHousehold_2,0,3,0,34
hungary_pensionerHousehold_2,0,3,30,18
hungary_pensionerHousehold_2,0,4,0,20
hungary_pensionerHousehold_2,0,4,30,33
hungary_pensionerHousehold_2,0,5,0,146
hungary_pensionerHousehold_2,0,5,30,145
hungary_pensionerHousehold_2,0,6,0,145
hungary_pensionerHousehold_2,0,6,30,137
hungary_pensionerHousehold_2,0,7,0,162
hungary_pensionerHousehold_2,0,7,30,144
hungary_pensionerHousehold_2,0,8,0,166
hungary_pensionerHousehold_2,0,8,30,164
hungary_pensionerHousehold_2,0,9,0,166
hungary_pensionerHousehold_2,0,9,30,162
hungary_pensionerHousehold_2,0,10,0,165
hungary_pensionerHousehold_2,0,10,30,155
hungary_pensionerHousehold_2,0,11,0,214
hungary_pensionerHousehold_2,0,11,30,212
hungary_pensionerHousehold_2,0,12,0,194
hungary_pensionerHousehold_2,0,12,30,211
hungary_pensionerHousehold_2,0,13,0,170
hungary_pensionerHousehold_2,0,13,30,165
hungary_pensionerHousehold_2,0,14,0,147
hungary_pensionerHousehold_2,0,14,30,166
hungary_pensionerHousehold_2,0,15,0,147
hungary_pensionerHousehold_2,0,15,30,147
hungary_pensionerHousehold_2,0,16,0,167
hungary_pensionerHousehold_2,0,16,30,153
hungary_pensionerHousehold_2,0,17,0,124
hungary_pensionerHousehold_2,0,17,30,112
hungary_pensionerHousehold_2,0,18,0,137
hungary_pensionerHousehold_2,0,18,30,123
hungary_pensionerHousehold_2,0,19,0,117
hungary_pensionerHousehold_2,0,19,30,139
hungary_pensionerHousehold_2,0,20,0,120
hungary_pensionerHousehold_2,0,20,30,112
hungary_pensionerHousehold_2,0,21,0,129
hungary_pensionerHousehold_2,0,21,30,117
hungary_pensionerHousehold_2,0,22,0,11
hungary_pensionerHousehold_2,0,22,30,9
hungary_pensionerHousehold_2,0,23,0,13
hungary_pensionerHousehold_2,0,23,30,21
hungary_pensionerHousehold_3,0,0,0,24
hungary_pensionerHousehold_3,0,0,30,8
hungary_pensionerHousehold_3,0,1,0,20
hungary_pensionerHousehold_3,0,1,30,7
hungary_pensionerHousehold_3,0,2,0,11
hungary_pensionerHousehold_3,0,2,30,25
hungary_pensionerHousehold_3,0,3,0,8
hungary_pensionerHousehold_3,0,3,30,20
hungary_pensionerHousehold_3,0,4,0,19
hungary_pensionerHousehold_3,0,4,30,25
hungary_pensionerHousehold_3,0,5,0,145
hungary_pensionerHousehold_3,0,5,30,163
hungary_pensionerHousehold_3,0,6,0,149
hungary_pensionerHousehold_3,0,6,30,148
hungary_pensionerHousehold_3,0,7,0,144
hungary_pensionerHousehold_3,0,7,30,141
hungary_pensionerHousehold_3,0,8,0,163
hungary_pensionerHousehold_3,0,8,30,162
hungary_pensionerHousehold_3,0,9,0,156
hungary_pensionerHousehold_3,0,9,30,155
hungary_pensionerHousehold_3,0,10,0,165
hungary_pensionerHousehold_3,0,10,30,173
hungary_pensionerHousehold_3,0,11,0,188
hungary_pensionerHousehold_3,0,11,30,206
hungary_pensionerHousehold_3,0,12,0,204
hungary_pensionerHousehold_3,0,12,30,211
hungary_pensionerHousehold_3,0,13,0,149
hungary_pensionerHousehold_3,0,13,30,166
hungary_pensionerHousehold_3,0,14,0,146
hungary_pensionerHousehold_3,0,14,30,174
hungary_pensionerHousehold_3,0,15,0,167
hungary_pensionerHousehold_3,0,15,30,173
hungary_pensionerHousehold_3,0,16,0,152
hungary_pensionerHousehold_3,0,16,30,156
hungary_pensionerHousehold_3,0,17,0,116
hungary_pensionerHousehold_3,0,17,30,128
hungary_pensionerHousehold_3,0,18,0,129
hungary_pensionerHousehold_3,0,18,30,139
hungary_pensionerHousehold_3,0,19,0,119
hungary_pensionerHousehold_3,0,19,30,115
hungary_pensionerHousehold_3,0,20,0,136
hungary_pensionerHousehold_3,0,20,30,116
hungary_pensionerHousehold_3,0,21,0,124
hungary_pensionerHousehold_3,0,21,30,123
hungary_pensionerHousehold_3,0,22,0,26
hungary_pensionerHousehold_3,0,22,30,30
hungary_pensionerHousehold_3,0,23,0,11
hungary_pensionerHousehold_3,0,23,30,22
hungary_pensionerHousehold_4,0,0,0,9
hungary_pensionerHousehold_4,0,0,30,28
hungary_pensionerHousehold_4,0,1,0,13
hungary_pensionerHousehold_4,0,1,30,7
hungary_pensionerHousehold_4,0,2,0,22
hungary_pensionerHousehold_4,0,2,30,33
hungary_pensionerHousehold_4,0,3,0,34
hungary_pensionerHousehold_4,0,3,30,21
hungary_pensionerHousehold_4,0,4,0,8
hungary_pensionerHousehold_4,0,4,30,20
hungary_pensionerHousehold_4,0,5,0,143
hungary_pensionerHousehold_4,0,5,30,156
hungary_pensionerHousehold_4,0,6,0,149
hungary_pensionerHousehold_4,0,6,30,162
hungary_pensionerHousehold_4,0,7,0,137
hungary_pensionerHousehold_4,0,7,30,149
hungary_pensionerHousehold_4,0,8,0,147
hungary_pensionerHousehold_4,0,8,30,165
hungary_pensionerHousehold_4,0,9,0,160
hungary_pensionerHousehold_4,0,9,30,171
hungary_pensionerHousehold_4,0,10,0,170
hungary_pensionerHousehold_4,0,10,30,147
hungary_pensionerHousehold_4,0,11,0,202
hungary_pensionerHousehold_4,0,11,30,201
hungary_pensionerHousehold_4,0,12,0,208
hungary_pensionerHousehold_4,0,12,30,200
hungary_pensionerHousehold_4,0,13,0,163
hungary_pensionerHousehold_4,0,13,30,147
hungary_pensionerHousehold_4,0,14,0,147
hungary_pensionerHousehold_4,0,14,30,146
hungary_pensionerHousehold_4,0,15,0,168
hungary_pensionerHousehold_4,0,15,30,150
hungary_pensionerHousehold_4,0,16,0,148
hungary_pensionerHousehold_4,0,16,30,158
hungary_pensionerHousehold_4,0,17,0,126
hungary_pensionerHousehold_4,0,17,30,129
hungary_pensionerHousehold_4,0,18,0,134
hungary_pensionerHousehold_4,0,18,30,133
hungary_pensionerHousehold_4,0,19,0,131
hungary_pensionerHousehold_4,0,19,30,134
hungary_pensionerHousehold_4,0,20,0,124
hungary_pensionerHousehold_4,0,20,30,129
hungary_pensionerHousehold_4,0,21,0,111
hungary_pensionerHousehold_4,0,21,30,117
hungary_pensionerHousehold_4,0,22,0,34
hungary_pensionerHousehold_4,0,22,30,23
hungary_pensionerHousehold_4,0,23,0,30
hungary_pensionerHousehold_4,0,23,30,11
hungary_pensionerHousehold_5,0,0,0,19
hungary_pensionerHousehold_5,0,0,30,33
hungary_pensionerHousehold_5,0,1,0,34
hungary_pensionerHousehold_5,0,1,30,20
hungary_pensionerHousehold_5,0,2,0,18
hungary_pensionerHousehold_5,0,2,30,14
hungary_pensionerHousehold_5,0,3,0,32
hungary_pensionerHousehold_5,0,3,30,33
hungary_pensionerHousehold_5,0,4,0,16
hungary_pensionerHousehold_5,0,4,30,17
hungary_pensionerHousehold_5,0,5,0,161
hungary_pensionerHousehold_5,0,5,30,136
hungary_pensionerHousehold_5,0,6,0,150
hungary_pensionerHousehold_5,0,6,30,149
hungary_pensionerHousehold_5,0,7,0,160
hungary_pensionerHousehold_5,0,7,30,149
hungary_pensionerHousehold_5,0,8,0,158
hungary_pensionerHousehold_5,0,8,30,147
hungary_pensionerHousehold_5,0,9,0,148
hungary_pensionerHousehold_5,0,9,30,149
hungary_pensionerHousehold_5,0,10,0,158
hungary_pensionerHousehold_5,0,10,30,172
hungary_pensionerHousehold_5,0,11,0,212
hungary_pensionerHousehold_5,0,11,30,197
hungary_pensionerHousehold_5,0,12,0,202
hungary_pensionerHousehold_5,0,12,30,197
hungary_pensionerHousehold_5,0,13,0,152
hungary_pensionerHousehold_5,0,13,30,170
hungary_pensionerHousehold_5,0,14,0,164
hungary_pensionerHousehold_5,0,14,30,148
hungary_pensionerHousehold_5,0,15,0,172
hungary_pensionerHousehold_5,0,15,30,160
hungary_pensionerHousehold_5,0,16,0,170
hungary_pensionerHousehold_5,0,16,30,154
hungary_pensionerHousehold_5,0,17,0,135
hungary_pensionerHousehold_5,0,17,30,120
hungary_pensionerHousehold_5,0,18,0,111
hungary_pensionerHousehold_5,0,18,30,112
hungary_pensionerHousehold_5,0,19,0,123
hungary_pensionerHousehold_5,0,19,30,124
hungary_pensionerHousehold_5,0,20,0,128
hungary_pensionerHousehold_5,0,20,30,120
hungary_pensionerHousehold_5,0,21,0,125
hungary_pensionerHousehold_5,0,21,30,118
hungary_pensionerHousehold_5,0,22,0,15
hungary_pensionerHousehold_5,0,22,30,10
hungary_pensionerHousehold_5,0,23,0,19
hungary_pensionerHousehold_5,0,23,30,16
hungary_pensionerHousehold_6,0,0,0,34
hungary_pensionerHousehold_6,0,0,30,6
hungary_pensionerHousehold_6,0,1,0,10
hungary_pensionerHousehold_6,0,1,30,34
hungary_pensionerHousehold_6,0,2,0,8
hungary_pensionerHousehold_6,0,2,30,33
hungary_pensionerHousehold_6,0,3,0,25
hungary_pensionerHousehold_6,0,3,30,31
hungary_pensionerHousehold_6,0,4,0,13
hungary_pensionerHousehold_6,0,4,30,20
hungary_pensionerHousehold_6,0,5,0,161
hungary_pensionerHousehold_6,0,5,30,154
hungary_pensionerHousehold_6,0,6,0,162
hungary_pensionerHousehold_6,0,6,30,158
hungary_pensionerHousehold_6,0,7,0,146
hungary_pensionerHousehold_6,0,7,30,157
hungary_pensionerHousehold_6,0,8,0,146
hungary_pensionerHousehold_6,0,8,30,165
hungary_pensionerHousehold_6,0,9,0,165
hungary_pensionerHousehold_6,0,9,30,158
hungary_pensionerHousehold_6,0,10,0,164
hungary_pensionerHousehold_6,0,10,30,155
hungary_pensionerHousehold_6,0,11,0,191
hungary_pensionerHousehold_6,0,11,30,211
hungary_pensionerHousehold_6,0,12,0,196
hungary_pensionerHousehold_6,0,12,30,204
hungary_pensionerHousehold_6,0,13,0,158
hungary_pensionerHousehold_6,0,13,30,167
hungary_pensionerHousehold_6,0,14,0,150
hungary_pensionerHousehold_6,0,14,30,170
hungary_pensionerHousehold_6,0,15,0,166
hungary_pensionerHousehold_6,0,15,30,160
hungary_pensionerHousehold_6,0,16,0,170
hungary_pensionerHousehold_6,0,16,30,173
hungary_pensionerHousehold_6,0,17,0,125
hungary_pensionerHousehold_6,0,17,30,115
hungary_pensionerHousehold_6,0,18,0,128
hungary_pensionerHousehold_6,0,18,30,133
hungary_pensionerHousehold_6,0,19,0,116
hungary_pensionerHousehold_6,0,19,30,118
hungary_pensionerHousehold_6,0,20,0,139
hungary_pensionerHousehold_6,0,20,30,124
hungary_pensionerHousehold_6,0,21,0,126
hungary_pensionerHousehold_6,0,21,30,132
hungary_pensionerHousehold_6,0,22,0,8
hungary_pensionerHousehold_6,0,22,30,21
hungary_pensionerHousehold_6,0,23,0,26
hungary_pensionerHousehold_6,0,23,30,30
hungary_pensionerHousehold_7,0,0,0,14
hungary_pensionerHousehold_7,0,0,30,21
hungary_pensionerHousehold_7,0,1,0,22
hungary_pensionerHousehold_7,0,1,30,9
hungary_pensionerHousehold_7,0,2,0,27
hungary_pensionerHousehold_7,0,2,30,20
hungary_pensionerHousehold_7,0,3,0,25
hungary_pensionerHousehold_7,0,3,30,20
hungary_pensionerHousehold_7,0,4,0,20
hungary_pensionerHousehold_7,0,4,30,14
hungary_pensionerHousehold_7,0,5,0,163
hungary_pensionerHousehold_7,0,5,30,141
hungary_pensionerHousehold_7,0,6,0,163
hungary_pensionerHousehold_7,0,6,30,154
hungary_pensionerHousehold_7,0,7,0,154
hungary_pensionerHousehold_7,0,7,30,149
hungary_pensionerHousehold_7,0,8,0,169
hungary_pensionerHousehold_7,0,8,30,153
hungary_pensionerHousehold_7,0,9,0,158
hungary_pensionerHousehold_7,0,9,30,162
hungary_pensionerHousehold_7,0,10,0,160
hungary_pensionerHousehold_7,0,10,30,159
hungary_pensionerHousehold_7,0,11,0,202
hungary_pensionerHousehold_7,0,11,30,197
hungary_pensionerHousehold_7,0,12,0,192
hungary_pensionerHousehold_7,0,12,30,194
hungary_pensionerHousehold_7,0,13,0,149
hungary_pensionerHousehold_7,0,13,30,170
hungary_pensionerHousehold_7,0,14,0,160
hungary_pensionerHousehold_7,0,14,30,159
hungary_pensionerHousehold_7,0,15,0,169
hungary_pensionerHousehold_7,0,15,30,162
hungary_pensionerHousehold_7,0,16,0,146
hungary_pensionerHousehold_7,0,16,30,157
hungary_pensionerHousehold_7,0,17,0,130
hungary_pensionerHousehold_7,0,17,30,128
hungary_pensionerHousehold_7,0,18,0,131
hungary_pensionerHousehold_7,0,18,30,121
hungary_pensionerHousehold_7,0,19,0,124
hungary_pensionerHousehold_7,0,19,30,129
hungary_pensionerHousehold_7,0,20,0,128
hungary_pensionerHousehold_7,0,20,30,132
hungary_pensionerHousehold_7,0,21,0,111
hungary_pensionerHousehold_7,0,21,30,123
hungary_pensionerHousehold_7,0,22,0,9
hungary_pensionerHousehold_7,0,22,30,33
hungary_pensionerHousehold_7,0,23,0,31
hungary_pensionerHousehold_7,0,23,30,18
hungary_pensionerHousehold_8,0,0,0,15
hungary_pensionerHousehold_8,0,0,30,17
hungary_pensionerHousehold_8,0,1,0,23
hungary_pensionerHousehold_8,0,1,30,19
hungary_pensionerHousehold_8,0,2,0,16
hungary_pensionerHousehold_8,0,2,30,32
hungary_pensionerHousehold_8,0,3,0,34
hungary_pensionerHousehold_8,0,3,30,22
hungary_pensionerHousehold_8,0,4,0,26
hungary_pensionerHousehold_8,0,4,30,12
hungary_pensionerHousehold_8,0,5,0,150
hungary_pensionerHousehold_8,0,5,30,136
hungary_pensionerHousehold_8,0,6,0,148
hungary_pensionerHousehold_8,0,6,30,164
hungary_pensionerHousehold_8,0,7,0,150
hungary_pensionerHousehold_8,0,7,30,160
hungary_pensionerHousehold_8,0,8,0,165
hungary_pensionerHousehold_8,0,8,30,167
hungary_pensionerHousehold_8,0,9,0,153
hungary_pensionerHousehold_8,0,9,30,173
hungary_pensionerHousehold_8,0,10,0,152
hungary_pensionerHousehold_8,0,10,30,151
hungary_pensionerHousehold_8,0,11,0,201
hungary_pensionerHousehold_8,0,11,30,209
hungary_pensionerHousehold_8,0,12,0,186
hungary_pensionerHousehold_8,0,12,30,206
hungary_pensionerHousehold_8,0,13,0,150
hungary_pensionerHousehold_8,0,13,30,167
hungary_pensionerHousehold_8,0,14,0,168
hungary_pensionerHousehold_8,0,14,30,158
hungary_pensionerHousehold_8,0,15,0,154
hungary_pensionerHousehold_8,0,15,30,169
hungary_pensionerHousehold_8,0,16,0,167
hungary_pensionerHousehold_8,0,16,30,166
hungary_pensionerHousehold_8,0,17,0,134
hungary_pensionerHousehold_8,0,17,30,111
hungary_pensionerHousehold_8,0,18,0,120
hungary_pensionerHousehold_8,0,18,30,128
hungary_pensionerHousehold_8,0,19,0,137
hungary_pensionerHousehold_8,0,19,30,133
hungary_pensionerHousehold_8,0,20,0,115
hungary_pensionerHousehold_8,0,20,30,139
hungary_pensionerHousehold_8,0,21,0,115
hungary_pensionerHousehold_8,0,21,30,128
hungary_pensionerHousehold_8,0,22,0,19
hungary_pensionerHousehold_8,0,22,30,27
hungary_pensionerHousehold_8,0,23,0,16
hungary_pensionerHousehold_8,0,23,30,17
hungary_pensionerHousehold_9,0,0,0,13
hungary_pensionerHousehold_9,0,0,30,34
hungary_pensionerHousehold_9,0,1,0,32
hungary_pensionerHousehold_9,0,1,30,19
hungary_pensionerHousehold_9,0,2,0,18
hungary_pensionerHousehold_9,0,2,30,34
hungary_pensionerHousehold_9,0,3,0,7
hungary_pensionerHousehold_9,0,3,30,34
hungary_pensionerHousehold_9,0,4,0,17
hungary_pensionerHousehold_9,0,4,30,10
hungary_pensionerHousehold_9,0,5,0,148
hungary_pensionerHousehold_9,0,5,30,138
hungary_pensionerHousehold_9,0,6,0,146
hungary_pensionerHousehold_9,0,6,30,143
hungary_pensionerHousehold_9,0,7,0,142
hungary_pensionerHousehold_9,0,7,30,137
hungary_pensionerHousehold_9,0,8,0,163
hungary_pensionerHousehold_9,0,8,30,172
hungary_pensionerHousehold_9,0,9,0,156
hungary_pensionerHousehold_9,0,9,30,165
hungary_pensionerHousehold_9,0,10,0,166
hungary_pensionerHousehold_9,0,10,30,151
hungary_pensionerHousehold_9,0,11,0,207
hungary_pensionerHousehold_9,0,11,30,207
hungary_pensionerHousehold_9,0,12,0,186
hungary_pensionerHousehold_9,0,12,30,208
hungary_pensionerHousehold_9,0,13,0,171
hungary_pensionerHousehold_9,0,13,30,160
hungary_pensionerHousehold_9,0,14,0,150
hungary_pensionerHousehold_9,0,14,30,169
hungary_pensionerHousehold_9,0,15,0,154
hungary_pensionerHousehold_9,0,15,30,148
hungary_pensionerHousehold_9,0,16,0,162
hungary_pensionerHousehold_9,0,16,30,163
hungary_pensionerHousehold_9,0,17,0,131
hungary_pensionerHousehold_9,0,17,30,119
hungary_pensionerHousehold_9,0,18,0,122
hungary_pensionerHousehold_9,0,18,30,124
hungary_pensionerHousehold_9,0,19,0,126
hungary_pensionerHousehold_9,0,19,30,126
hungary_pensionerHousehold_9,0,20,0,117
hungary_pensionerHousehold_9,0,20,30,135
hungary_pensionerHousehold_9,0,21,0,124
hungary_pensionerHousehold_9,0,21,30,121
hungary_pensionerHousehold_9,0,22,0,8
hungary_pensionerHousehold_9,0,22,30,33
hungary_pensionerHousehold_9,0,23,0,28
hungary_pensionerHousehold_9,0,23,30,6
hungary_pensionerHousehold_10,0,0,0,26
hungary_pensionerHousehold_10,0,0,30,22
hungary_pensionerHousehold_10,0,1,0,25
hungary_pensionerHousehold_10,0,1,30,13
hungary_pensionerHousehold_10,0,2,0,18
hungary_pensionerHousehold_10,0,2,30,23
hungary_pensionerHousehold_10,0,3,0,9
hungary_pensionerHousehold_10,0,3,30,12
hungary_pensionerHousehold_10,0,4,0,6
hungary_pensionerHousehold_10,0,4,30,21
hungary_pensionerHousehold_10,0,5,0,154
hungary_pensionerHousehold_10,0,5,30,153
hungary_pensionerHousehold_10,0,6,0,162
hungary_pensionerHousehold_10,0,6,30,161
hungary_pensionerHousehold_10,0,7,0,158
hungary_pensionerHousehold_10,0,7,30,142
hungary_pensionerHousehold_10,0,8,0,160
hungary_pensionerHousehold_10,0,8,30,166
hungary_pensionerHousehold_10,0,9,0,150
hungary_pensionerHousehold_10,0,9,30,169
hungary_pensionerHousehold_10,0,10,0,173
hungary_pensionerHousehold_10,0,10,30,171
hungary_pensionerHousehold_10,0,11,0,205
hungary_pensionerHousehold_10,0,11,30,191
hungary_pensionerHousehold_10,0,12,0,210
hungary_pensionerHousehold_10,0,12,30,209
hungary_pensionerHousehold_10,0,13,0,165
hungary_pensionerHousehold_10,0,13,30,148
hungary_pensionerHousehold_10,0,14,0,156
hungary_pensionerHousehold_10,0,14,30,162
hungary_pensionerHousehold_10,0,15,0,146
hungary_pensionerHousehold_10,0,15,30,171
hungary_pensionerHousehold_10,0,16,0,153
hungary_pensionerHousehold_10,0,16,30,167
hungary_pensionerHousehold_10,0,17,0,125
hungary_pensionerHousehold_10,0,17,30,133
hungary_pensionerHousehold_10,0,18,0,119
hungary_pensionerHousehold_10,0,18,30,123
hungary_pensionerHousehold_10,0,19,0,121
hungary_pensionerHousehold_10,0,19,30,137
hungary_pensionerHousehold_10,0,20,0,119
hungary_pensionerHousehold_10,0,20,30,124
hungary_pensionerHousehold_10,0,21,0,115
hungary_pensionerHousehold_10,0,21,30,136
hungary_pensionerHousehold_10,0,22,0,17
hungary_pensionerHousehold_10,0,22,30,16
hungary_pensionerHousehold_10,0,23,0,31
hungary_pensionerHousehold_10,0,23,30,10
hungary_pensionerHousehold_11,0,0,0,7
hungary_pensionerHousehold_11,0,0,30,33
hungary_pensionerHousehold_11,0,1,0,20
hungary_pensionerHousehold_11,0,1,30,32
hungary_pensionerHousehold_11,0,2,0,26
hungary_pensionerHousehold_11,0,2,30,9
hungary_pensionerHousehold_11,0,3,0,17
hungary_pensionerHousehold_11,0,3,30,22
hungary_pensionerHousehold_11,0,4,0,9
hungary_pensionerHousehold_11,0,4,30,32
hungary_pensionerHousehold_11,0,5,0,160
hungary_pensionerHousehold_11,0,5,30,139
hungary_pensionerHousehold_11,0,6,0,136
hungary_pensionerHousehold_11,0,6,30,149
hungary_pensionerHousehold_11,0,7,0,141
hungary_pensionerHousehold_11,0,7,30,160
hungary_pensionerHousehold_11,0,8,0,157
hungary_pensionerHousehold_11,0,8,30,149
hungary_pensionerHousehold_11,0,9,0,160
hungary_pensionerHousehold_11,0,9,30,161
hungary_pensionerHousehold_11,0,10,0,163
hungary_pensionerHousehold_11,0,10,30,168
hungary_pensionerHousehold_11,0,11,0,190
hungary_pensionerHousehold_11,0,11,30,189
hungary_pensionerHousehold_11,0,12,0,200
hungary_pensionerHousehold_11,0,12,30,196
hungary_pensionerHousehold_11,0,13,0,165
hungary_pensionerHousehold_11,0,13,30,154
hungary_pensionerHousehold_11,0,14,0,165
hungary_pensionerHousehold_11,0,14,30,167
hungary_pensionerHousehold_11,0,15,0,169
hungary_pensionerHousehold_11,0,15,30,160
hungary_pensionerHousehold_11,0,16,0,167
hungary_pensionerHousehold_11,0,16,30,147
hungary_pensionerHousehold_11,0,17,0,115
hungary_pensionerHousehold_11,0,17,30,137
hungary_pensionerHousehold_11,0,18,0,126
hungary_pensionerHousehold_11,0,18,30,120
hungary_pensionerHousehold_11,0,19,0,129
hungary_pensionerHousehold_11,0,19,30,120
hungary_pensionerHousehold_11,0,20,0,130
hungary_pensionerHousehold_11,0,20,30,139
hungary_pensionerHousehold_11,0,21,0,134
hungary_pensionerHousehold_11,0,21,30,130
hungary_pensionerHousehold_11,0,22,0,28
hungary_pensionerHousehold_11,0,22,30,10
hungary_pensionerHousehold_11,0,23,0,22
hungary_pensionerHousehold_11,0,23,30,17
hungary_pensionerHousehold_12,0,0,0,32
hungary_pensionerHousehold_12,0,0,30,20
hungary_pensionerHousehold_12,0,1,0,6
hungary_pensionerHousehold_12,0,1,30,25
hungary_pensionerHousehold_12,0,2,0,20
hungary_pensionerHousehold_12,0,2,30,8
hungary_pensionerHousehold_12,0,3,0,29
hungary_pensionerHousehold_12,0,3,30,16
hungary_pensionerHousehold_12,0,4,0,15
hungary_pensionerHousehold_12,0,4,30,24
hungary_pensionerHousehold_12,0,5,0,153
hungary_pensionerHousehold_12,0,5,30,144
hungary_pensionerHousehold_12,0,6,0,162
hungary_pensionerHousehold_12,0,6,30,152
hungary_pensionerHousehold_12,0,7,0,147
hungary_pensionerHousehold_12,0,7,30,163
hungary_pensionerHousehold_12,0,8,0,161
hungary_pensionerHousehold_12,0,8,30,156
hungary_pensionerHousehold_12,0,9,0,148
hungary_pensionerHousehold_12,0,9,30,172
hungary_pensionerHousehold_12,0,10,0,150
hungary_pensionerHousehold_12,0,10,30,159
hungary_pensionerHousehold_12,0,11,0,186
hungary_pensionerHousehold_12,0,11,30,201
hungary_pensionerHousehold_12,0,12,0,195
hungary_pensionerHousehold_12,0,12,30,186
hungary_pensionerHousehold_12,0,13,0,171
hungary_pensionerHousehold_12,0,13,30,147
hungary_pensionerHousehold_12,0,14,0,152
hungary_pensionerHousehold_12,0,14,30,170
hungary_pensionerHousehold_12,0,15,0,167
